Identifier,DataFile,FileTitle,Total return count,Return 1 count,Return 2 count,Return 3 count,Return 4 count,Return 5 count,Return 6 count,Return 7 count,Return 8 count,Return 9 count,Other return count,Elev minimum,Elev maximum,Elev mean,Elev mode,Elev stddev,Elev variance,Elev CV,Elev IQ,Elev skewness,Elev kurtosis,Elev AAD,Elev MAD median,Elev MAD mode,Elev L1,Elev L2,Elev L3,Elev L4,Elev L CV,Elev L skewness,Elev L kurtosis,Elev P01,Elev P05,Elev P10,Elev P20,Elev P25,Elev P30,Elev P40,Elev P50,Elev P60,Elev P70,Elev P75,Elev P80,Elev P90,Elev P95,Elev P99,Canopy relief ratio,Elev SQRT mean SQ,Elev CURT mean CUBE,Int minimum,Int maximum,Int mean,Int mode,Int stddev,Int variance,Int CV,Int IQ,Int skewness,Int kurtosis,Int AAD,Int L1,Int L2,Int L3,Int L4,Int L CV,Int L skewness,Int L kurtosis,Int P01,Int P05,Int P10,Int P20,Int P25,Int P30,Int P40,Int P50,Int P60,Int P70,Int P75,Int P80,Int P90,Int P95,Int P99,Percentage first returns above 4.50,Percentage all returns above 4.50,(All returns above 4.50) / (Total first returns) * 100,First returns above 4.50,All returns above 4.50,Percentage first returns above mean,Percentage first returns above mode,Percentage all returns above mean,Percentage all returns above mode,(All returns above mean) / (Total first returns) * 100,(All returns above mode) / (Total first returns) * 100,First returns above mean,First returns above mode,All returns above mean,All returns above mode,Total first returns,Total all returns,Elev strata (below 0.00) total return count,Elev strata (below 0.00) return proportion,Elev strata (below 0.00) min,Elev strata (below 0.00) max,Elev strata (below 0.00) mean,Elev strata (below 0.00) mode,Elev strata (below 0.00) median,Elev strata (below 0.00) stddev,Elev strata (below 0.00) CV,Elev strata (below 0.00) skewness,Elev strata (below 0.00) kurtosis,Elev strata (0.00 to 0.15) total return count,Elev strata (0.00 to 0.15) return proportion,Elev strata (0.00 to 0.15) min,Elev strata (0.00 to 0.15) max,Elev strata (0.00 to 0.15) mean,Elev strata (0.00 to 0.15) mode,Elev strata (0.00 to 0.15) median,Elev strata (0.00 to 0.15) stddev,Elev strata (0.00 to 0.15) CV,Elev strata (0.00 to 0.15) skewness,Elev strata (0.00 to 0.15) kurtosis,Elev strata (0.15 to 1.37) total return count,Elev strata (0.15 to 1.37) return proportion,Elev strata (0.15 to 1.37) min,Elev strata (0.15 to 1.37) max,Elev strata (0.15 to 1.37) mean,Elev strata (0.15 to 1.37) mode,Elev strata (0.15 to 1.37) median,Elev strata (0.15 to 1.37) stddev,Elev strata (0.15 to 1.37) CV,Elev strata (0.15 to 1.37) skewness,Elev strata (0.15 to 1.37) kurtosis,Elev strata (1.37 to 5.00) total return count,Elev strata (1.37 to 5.00) return proportion,Elev strata (1.37 to 5.00) min,Elev strata (1.37 to 5.00) max,Elev strata (1.37 to 5.00) mean,Elev strata (1.37 to 5.00) mode,Elev strata (1.37 to 5.00) median,Elev strata (1.37 to 5.00) stddev,Elev strata (1.37 to 5.00) CV,Elev strata (1.37 to 5.00) skewness,Elev strata (1.37 to 5.00) kurtosis,Elev strata (5.00 to 10.00) total return count,Elev strata (5.00 to 10.00) return proportion,Elev strata (5.00 to 10.00) min,Elev strata (5.00 to 10.00) max,Elev strata (5.00 to 10.00) mean,Elev strata (5.00 to 10.00) mode,Elev strata (5.00 to 10.00) median,Elev strata (5.00 to 10.00) stddev,Elev strata (5.00 to 10.00) CV,Elev strata (5.00 to 10.00) skewness,Elev strata (5.00 to 10.00) kurtosis,Elev strata (10.00 to 20.00) total return count,Elev strata (10.00 to 20.00) return proportion,Elev strata (10.00 to 20.00) min,Elev strata (10.00 to 20.00) max,Elev strata (10.00 to 20.00) mean,Elev strata (10.00 to 20.00) mode,Elev strata (10.00 to 20.00) median,Elev strata (10.00 to 20.00) stddev,Elev strata (10.00 to 20.00) CV,Elev strata (10.00 to 20.00) skewness,Elev strata (10.00 to 20.00) kurtosis,Elev strata (20.00 to 30.00) total return count,Elev strata (20.00 to 30.00) return proportion,Elev strata (20.00 to 30.00) min,Elev strata (20.00 to 30.00) max,Elev strata (20.00 to 30.00) mean,Elev strata (20.00 to 30.00) mode,Elev strata (20.00 to 30.00) median,Elev strata (20.00 to 30.00) stddev,Elev strata (20.00 to 30.00) CV,Elev strata (20.00 to 30.00) skewness,Elev strata (20.00 to 30.00) kurtosis,Elev strata (above 30.00) total return count,Elev strata (above 30.00) return proportion,Elev strata (above 30.00) min,Elev strata (above 30.00) max,Elev strata (above 30.00) mean,Elev strata (above 30.00) mode,Elev strata (above 30.00) median,Elev strata (above 30.00) stddev,Elev strata (above 30.00) CV,Elev strata (above 30.00) skewness,Elev strata (above 30.00) kurtosis
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_1.las",clipLidar_65759_1,10035,3409,3156,2298,1172,0,0,0,0,0,0,476.049988,629.039978,559.951351,483.335225,39.388964,1551.490481,0.070344,42.635010,-0.940200,2.637707,31.689196,17.919983,90.054787,559.951351,21.154958,-5.354405,1.917406,0.037780,-0.253104,0.090636,478.510010,481.890015,484.420013,522.403992,545.714966,555.179993,565.520020,573.390015,579.559998,585.070007,588.349976,590.940002,598.000000,604.278992,614.116212,0.548411,561.334884,562.647396,1.000000,52.000000,9.150274,1.000000,8.252224,68.099201,0.901855,10.000000,1.420576,5.145974,6.430939,9.150274,4.326107,1.277261,0.494728,0.472784,0.295245,0.114359,1.000000,1.000000,1.000000,2.000000,3.000000,3.000000,5.000000,7.000000,9.000000,12.000000,13.000000,15.000000,21.000000,26.000000,37.000000,100.000000,100.000000,294.367850,3409,10035,83.250220,98.650631,64.354758,92.496263,189.439718,272.279261,2838,3363,6458,9282,3409,10035,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,10035,1.000000,476.049988,629.039978,559.951351,483.335225,573.390015,39.388964,0.070344,-0.940200,2.637707
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_10.las",clipLidar_65759_10,6818,6253,545,20,0,0,0,0,0,0,0,419.519989,431.230011,423.322099,421.378723,2.628774,6.910452,0.006210,3.740021,0.971754,2.859574,2.193267,1.279999,1.038726,423.322099,1.422365,0.387524,0.107415,0.003360,0.272450,0.075519,420.179993,420.510010,420.769989,421.160004,421.329987,421.459991,421.820007,422.279999,422.929993,424.337006,425.070007,425.838013,427.660004,428.709991,430.119995,0.324689,423.330260,423.338197,1.000000,65.000000,29.605896,31.476190,10.900688,118.825003,0.368193,13.000000,-0.076538,3.231373,8.461266,29.605896,6.084032,-0.124847,0.961299,0.205501,-0.020521,0.158004,3.000000,10.000000,16.000000,21.000000,23.000000,25.000000,27.000000,30.000000,32.000000,35.000000,36.000000,38.000000,43.000000,48.000000,56.000000,100.000000,100.000000,109.035663,6253,6818,39.197185,73.036942,37.063655,72.953945,40.412602,79.545818,2451,4567,2527,4974,6253,6818,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6818,1.000000,419.519989,431.230011,423.322099,421.378723,422.279999,2.628774,0.006210,0.971754,2.859574
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_11.las",clipLidar_65759_11,5084,4890,186,8,0,0,0,0,0,0,0,420.470001,433.890015,423.728436,423.878259,1.966037,3.865300,0.004640,2.230011,1.344966,5.739361,1.435855,1.110016,1.091743,423.728436,1.037494,0.188340,0.187405,0.002448,0.181534,0.180632,420.899994,421.190002,421.559998,422.033997,422.279999,422.570007,423.130005,423.559998,423.950012,424.309998,424.510010,424.769989,426.049988,427.715515,430.609985,0.242804,423.732996,423.737319,1.000000,54.000000,31.690008,34.650794,8.433833,71.129540,0.266135,11.000000,-0.651364,3.722449,6.595668,31.690008,4.667323,-0.480693,0.667666,0.147281,-0.102991,0.143051,6.000000,16.000000,21.000000,25.000000,27.000000,28.000000,30.000000,33.000000,35.000000,37.000000,38.000000,39.000000,42.000000,44.000000,48.000000,100.000000,100.000000,103.967280,4890,5084,46.543967,43.087935,46.184107,42.840283,48.016360,44.539877,2276,2107,2348,2178,4890,5084,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,5084,1.000000,420.470001,433.890015,423.728436,423.878259,423.559998,1.966037,0.004640,1.344966,5.739361
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_12.las",clipLidar_65759_12,55989,22769,16345,11196,5679,0,0,0,0,0,0,427.329987,592.489990,496.125181,429.951574,49.113213,2412.107687,0.098994,94.419983,0.149721,1.622120,43.639365,48.069977,59.578426,496.125181,28.185894,1.426533,-1.361452,0.056812,0.050612,-0.048303,428.579987,430.350006,432.149994,440.450012,448.200012,458.329987,474.250000,489.529999,512.929993,536.219971,542.619995,550.159973,563.059998,571.159973,583.659973,0.416537,498.550158,500.963355,1.000000,72.000000,12.653360,1.000000,13.002304,169.059913,1.027577,15.000000,1.442438,4.358691,10.119375,12.653360,6.656487,2.416003,0.891037,0.526065,0.362955,0.133860,1.000000,1.000000,1.000000,2.000000,3.000000,4.000000,5.000000,8.000000,11.000000,15.000000,18.000000,21.000000,34.000000,42.000000,52.000000,100.000000,100.000000,245.900127,22769,55989,46.861961,96.271246,46.235868,96.104592,113.694058,236.321314,10670,21920,25887,53808,22769,55989,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,55989,1.000000,427.329987,592.489990,496.125181,429.951574,489.529999,49.113213,0.098994,0.149721,1.622120
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_13.las",clipLidar_65759_13,39529,13731,12413,8857,4528,0,0,0,0,0,0,445.369995,622.049988,558.525710,574.374434,35.261477,1243.371740,0.063133,29.750000,-1.551696,5.118357,24.969964,14.510010,14.364425,558.525710,17.820747,-5.224268,4.173807,0.031907,-0.293157,0.234211,449.648414,466.841980,508.170013,545.010010,550.299988,555.020020,562.010010,566.989990,572.109985,577.359985,580.049988,583.460022,591.010010,596.919983,609.571609,0.640456,559.637659,560.670524,1.000000,49.000000,8.723671,1.000000,7.815186,61.077127,0.895860,10.000000,1.319897,4.468913,6.169439,8.723671,4.119565,1.233077,0.445848,0.472228,0.299322,0.108227,1.000000,1.000000,1.000000,2.000000,3.000000,3.000000,5.000000,6.000000,8.000000,11.000000,13.000000,15.000000,20.000000,25.000000,33.000000,100.000000,100.000000,287.881436,13731,39529,84.917340,56.907727,64.803056,36.074781,186.555968,103.852596,11660,7814,25616,14260,13731,39529,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,39529,1.000000,445.369995,622.049988,558.525710,574.374434,566.989990,35.261477,0.063133,-1.551696,5.118357
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_14.las",clipLidar_65759_14,1361,421,410,343,187,0,0,0,0,0,0,427.720001,543.669983,492.999001,508.700941,28.827730,831.037993,0.058474,36.119965,-0.689009,2.581534,23.612384,17.980011,16.459032,492.999001,16.049144,-2.770369,1.444148,0.032554,-0.172618,0.089983,430.769995,434.279999,443.600006,472.600006,479.040009,481.459991,490.489990,500.230011,506.890015,511.290009,515.159973,517.549988,524.570007,528.380005,539.282007,0.562993,493.840503,494.654942,1.000000,58.000000,8.360029,1.000000,8.207224,67.358519,0.981722,10.000000,1.516802,5.359154,6.384874,8.360029,4.217334,1.459261,0.514495,0.504464,0.346015,0.121995,1.000000,1.000000,1.000000,2.000000,2.000000,3.000000,4.000000,6.000000,7.000000,10.000000,12.000000,14.000000,21.000000,26.000000,33.400000,100.000000,100.000000,323.277910,421,1361,84.798100,59.382423,57.898604,36.002939,187.173397,116.389549,357,250,788,490,421,1361,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1361,1.000000,427.720001,543.669983,492.999001,508.700941,500.230011,28.827730,0.058474,-0.689009,2.581534
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_15.las",clipLidar_65759_15,16281,9479,3753,2134,915,0,0,0,0,0,0,432.510010,586.549988,485.003217,434.955089,48.637778,2365.633465,0.100283,96.260040,0.391394,1.545673,44.510989,35.140015,35.454914,485.003217,27.077597,4.472883,-2.613196,0.055830,0.165188,-0.096508,433.140015,433.959991,434.779999,436.579987,437.829987,439.299988,447.049988,470.410004,498.160004,523.099976,534.090027,543.409973,556.270020,562.530029,570.669983,0.340777,487.435748,489.894487,1.000000,62.000000,20.255758,1.000000,17.053059,290.806820,0.841887,33.000000,0.461252,1.682488,15.361811,20.255758,9.552965,1.568779,-0.551381,0.471617,0.164219,-0.057718,1.000000,1.000000,1.000000,4.000000,5.000000,6.000000,9.000000,14.000000,22.000000,34.000000,38.000000,41.000000,45.000000,48.000000,53.000000,100.000000,100.000000,171.758624,9479,16281,31.944298,80.915708,45.648302,88.827468,78.404895,152.568836,3028,7670,7432,14462,9479,16281,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16281,1.000000,432.510010,586.549988,485.003217,434.955089,470.410004,48.637778,0.100283,0.391394,1.545673
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_16.las",clipLidar_65759_16,552,184,173,127,68,0,0,0,0,0,0,454.200012,616.469971,584.124420,593.288548,29.878163,892.704641,0.051150,21.467468,-2.731614,10.993147,18.144109,10.959991,11.384979,584.124420,13.111317,-4.896835,4.059607,0.022446,-0.373482,0.309626,458.687593,506.059479,567.429993,575.373962,580.012512,580.909973,585.742004,591.484985,594.520020,597.661011,601.479980,603.496033,607.827026,610.588501,614.337996,0.800668,584.886677,585.574900,1.000000,30.000000,8.099638,1.000000,6.524771,42.572631,0.805563,9.000000,1.018123,3.462027,5.247388,8.099638,3.552069,0.854045,0.282635,0.438547,0.240436,0.079569,1.000000,1.000000,1.000000,2.000000,3.000000,3.000000,5.000000,7.000000,8.000000,10.000000,12.000000,13.000000,18.000000,21.000000,27.490000,100.000000,100.000000,300.000000,184,552,84.239130,71.739130,63.768116,44.746377,191.304348,134.239130,155,132,352,247,184,552,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,552,1.000000,454.200012,616.469971,584.124420,593.288548,591.484985,29.878163,0.051150,-2.731614,10.993147
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_2.las",clipLidar_65759_2,33249,11636,10084,7532,3997,0,0,0,0,0,0,430.940002,604.070007,516.774187,433.688098,45.407458,2061.837220,0.087867,78.770020,-0.489373,1.919799,39.247204,31.430054,95.281876,516.774187,25.656566,-3.785737,0.097343,0.049648,-0.147554,0.003794,433.600006,435.829987,443.010010,464.760010,476.119995,493.959991,513.320007,528.969971,541.570007,550.590027,554.890015,559.059998,567.495972,573.478027,583.789978,0.495779,518.765202,520.676826,1.000000,73.000000,10.387891,1.000000,10.680546,114.074061,1.028173,11.000000,1.886693,7.087110,7.911703,10.387891,5.300676,1.932547,0.875096,0.510275,0.364585,0.165091,1.000000,1.000000,1.000000,2.000000,3.000000,3.000000,5.000000,7.000000,9.000000,12.000000,14.000000,17.000000,24.000000,32.000000,51.000000,100.000000,100.000000,285.742523,11636,33249,68.064627,97.851495,58.353635,98.878162,166.741148,282.536954,7920,11386,19402,32876,11636,33249,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,33249,1.000000,430.940002,604.070007,516.774187,433.688098,528.969971,45.407458,0.087867,-0.489373,1.919799
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_3.las",clipLidar_65759_3,41400,14226,12939,9389,4846,0,0,0,0,0,0,443.369995,632.969971,547.617535,581.808073,48.511198,2353.336311,0.088586,88.220032,-0.557860,1.925047,42.308756,28.449951,23.145020,547.617535,27.075422,-4.680900,0.292055,0.049442,-0.172884,0.010787,450.849706,463.290009,473.059998,488.320007,497.799988,514.010010,553.528015,564.960022,574.080017,582.250000,586.020020,589.835999,599.020020,606.039978,619.320407,0.549829,549.761989,551.811496,1.000000,66.000000,9.642754,1.000000,9.008323,81.149891,0.934207,11.000000,1.444951,5.079442,7.061821,9.642754,4.690655,1.482707,0.544421,0.486444,0.316098,0.116065,1.000000,1.000000,1.000000,2.000000,3.000000,3.000000,5.000000,7.000000,9.000000,12.000000,14.000000,16.000000,23.000000,28.000000,39.000000,100.000000,100.000000,291.016449,14226,41400,77.309152,48.397301,63.304348,30.758454,184.226065,89.512161,10998,6885,26208,12734,14226,41400,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,41400,1.000000,443.369995,632.969971,547.617535,581.808073,564.960022,48.511198,0.088586,-0.557860,1.925047
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_4.las",clipLidar_65759_4,24076,16822,5353,1353,548,0,0,0,0,0,0,421.559998,528.349976,435.128054,426.645235,18.262176,333.507087,0.041970,6.690002,2.611034,9.239253,11.541804,3.080017,2.884764,435.128054,7.405553,4.194777,2.802368,0.017019,0.566437,0.378414,422.600006,423.559998,424.339996,425.619995,426.279999,426.739990,427.660004,428.809998,430.019989,431.690002,432.970001,434.809998,462.464996,481.140015,504.897514,0.127054,435.511098,435.920764,1.000000,68.000000,22.559728,1.000000,13.590977,184.714646,0.602444,22.000000,0.085857,2.082067,11.540490,22.559728,7.806395,0.097532,0.234354,0.346032,0.012494,0.030021,1.000000,2.000000,3.000000,8.000000,11.000000,14.000000,19.000000,23.000000,27.000000,31.000000,33.000000,35.000000,40.000000,44.000000,51.000000,100.000000,100.000000,143.122102,16822,24076,13.791464,70.924979,19.525669,70.659578,27.945547,101.129473,2320,11931,4701,17012,16822,24076,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,24076,1.000000,421.559998,528.349976,435.128054,426.645235,428.809998,18.262176,0.041970,2.611034,9.239253
65759,"D:/ForestMappingCIG/Data/Lidar/output/clipLidar_65759_5.las",clipLidar_65759_5,39527,18991,11088,6349,3099,0,0,0,0,0,0,427.489990,620.900024,491.227302,430.559991,54.529298,2973.444301,0.111006,103.939972,0.400366,1.803680,48.896784,46.320007,49.620003,491.227302,30.741604,4.438898,-1.632558,0.062581,0.144394,-0.053106,428.579987,429.690002,431.140015,434.190002,436.220001,439.791992,455.309998,480.179993,509.119995,529.429993,540.159973,549.539978,566.581970,585.721008,606.051805,0.329545,494.244506,497.294354,1.000000,84.000000,15.753864,1.000000,14.644496,214.461275,0.929581,20.000000,1.049204,3.228552,12.021186,15.753864,7.887836,2.228908,0.523287,0.500692,0.282575,0.066341,1.000000,1.000000,1.000000,3.000000,4.000000,5.000000,7.000000,11.000000,15.000000,21.000000,24.000000,28.000000,39.000000,46.000000,55.000000,100.000000,100.000000,208.135433,18991,39527,41.851403,87.999579,47.182938,91.284438,98.204413,189.995261,7948,16712,18650,36082,18991,39527,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,0.0,-9999.0,-9999.0,0.000000,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,39527,1.000000,427.489990,620.900024,491.227302,430.559991,480.179993,54.529298,0.111006,0.400366,1.803680
