CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,MANUAL,KINDCD_NC,QA_STATUS,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,MICROPLOT_LOC,DECLINATION,EMAP_HEX,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,ECO_UNIT_PNW,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL
174763438020004,44513109020004,109010497,3.30932E+13,2013,41,2,19,82566,1,,2013,9,28,10.1,2,1,4,1,43.01,-122.52,3300,2,2,5,,M242Bg,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26759,1,4,30,3,2,3,,5,1,,,2,3,0,,,7,1
174763439020004,44513109020004,109010497,3.30933E+13,2013,41,2,19,71099,1,,2013,7,22,10.1,2,1,3,0,43.01,-122.35,3900,2,2,5,,M242Bg,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26759,1,4,30,2,2,3,,8,1,,,2,3,0,,,7,1
174763440020004,44513109020004,119010497,4.11191E+13,2013,41,1,39,69540,1,,2013,7,7,9.7,2,1,1,0,43.46,-122.35,3100,2,2,5,,M242Ba,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26757,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763441020004,44513109020004,117010497,4.11191E+13,2013,41,3,35,76756,1,,2013,9,27,10.4,2,1,7,0,43.45,-121.91,4700,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26539,1,4,24,2,2,3,,5,1,,,2,3,0,,,7,1
174763442020004,44513109020004,119010497,3.30933E+13,2013,41,1,39,62891,1,,2013,5,20,9.8,2,1,1,0,43.58,-122.58,4700,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26757,1,4,30,2,2,3,,3,1,,,2,3,0,,,7,1
174763448020004,44513109020004,108010497,4.1119E+13,2013,41,3,17,78227,1,,2013,6,5,10,2,1,4,0,44.31,-121.63,3300,2,2,5,,M242Cd,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26426,1,4,24,3,2,3,,7,1,,,2,3,0,,,7,1
174763449020004,44513109020004,106010497,4.11192E+13,2013,41,3,13,50407,1,,2013,6,13,9.8,2,1,3,0,44.39,-120.72,3700,2,2,5,,M332Gb,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26088,1,4,24,2,2,3,,5,1,,,2,3,0,,,7,1
174763450020004,44513109020004,111010497,4.1119E+13,2013,41,4,23,93218,1,,2013,10,7,10.3,2,1,5,0,44.37,-119.63,5500,2,2,5,,M332Gb,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25624,1,4,24,3,2,3,,3,1,,,2,3,0,,,7,1
174763453020004,44513109020004,111010497,4.11191E+13,2013,41,4,23,66945,1,,2013,9,24,10.3,2,1,5,0,44.19,-119.26,5900,2,2,5,,M332Gh,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25507,1,4,24,2,2,3,,4,1,,,2,3,0,,,7,1
174763455020004,44513109020004,129010497,4.11191E+13,2013,41,4,59,55741,1,,2013,9,13,10.3,2,1,4,0,45,-118.69,5500,2,2,5,,M332Gl,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25263,1,4,24,2,2,3,,5,1,,,2,3,0,,,7,1
174763456020004,44513109020004,108010497,4.11192E+13,2013,41,3,17,73912,1,,2013,6,18,9.8,2,1,3,0,43.73,-121.77,4300,2,2,5,,M242Cf,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26428,1,4,24,3,2,3,,7,1,,,2,3,0,,,7,1
174763458020004,44513109020004,130010497,4.11192E+13,2013,41,4,63,78007,1,,2013,10,10,10,2,1,7,0,45.65,-116.78,3500,2,2,5,,M332Gd,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,24390,1,4,24,4,2,3,,5,1,,,2,3,0,,,7,1
174763460020004,44513109020004,117010497,4.11193E+13,2013,41,3,35,96488,1,,2013,9,18,10.3,2,1,3,0,43.3,-121.64,5700,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26430,1,4,24,2,2,3,,8,1,,,2,3,0,,,7,1
174763462020004,44513109020004,114010497,3.30932E+13,2013,41,2,29,86665,1,,2013,5,29,9.9,2,1,1,0,42.37,-122.43,3900,2,2,5,,M242Bg,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26762,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763467020004,44513109020004,112010497,4.11193E+13,2013,41,4,25,73376,1,,2013,10,18,10.4,2,1,3,0,43.82,-119.45,5100,2,2,5,,M332Gh,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,25627,1,4,24,2,2,3,,5,1,,,2,3,0,,,7,1
174763468020004,44513109020004,119010497,3.30933E+13,2013,41,1,39,95947,1,,2013,8,23,9.7,2,1,3,0,43.9,-123.91,900,2,2,5,,M242Ag,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,27179,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763469020004,44513109020004,105010497,3.30932E+13,2013,41,2,11,70563,1,,2013,9,14,10.2,2,1,5,0,42.86,-123.93,3100,2,2,5,,M242Ag,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,27287,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763470020004,44513109020004,109010497,3.30932E+13,2013,41,2,19,71812,1,,2013,10,17,10.2,2,1,6,4,43.12,-122.66,2900,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26866,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763472020004,44513109020004,108010497,4.11192E+13,2013,41,3,17,88670,1,,2013,5,31,10,2,1,4,0,43.74,-121.37,4700,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26316,1,4,24,2,2,3,,8,1,,,2,3,0,,,7,1
174763473020004,44513109020004,108010497,4.1119E+13,2013,41,3,17,58954,1,,2013,7,14,10.2,2,1,6,0,43.73,-120.93,4900,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26204,1,4,24,2,2,3,,7,1,,,2,3,0,,,7,1
174763479020004,44513109020004,99010497,3.30932E+13,2013,41,4,61,81621,1,,2013,5,19,9.9,2,1,4,0,45.76,-117.92,3700,2,2,5,,M332Gl,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,24893,1,4,24,4,2,3,,8,1,,,2,3,0,,,7,1
174763484020004,44513109020004,100010497,4.11192E+13,2013,41,4,1,76134,1,,2013,7,1,10,2,1,1,0,45.01,-118.13,5900,2,2,5,,M332Gp,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,25020,1,4,24,4,2,3,,4,1,,,2,3,0,,,7,1
174763485020004,44513109020004,129010497,4.1119E+13,2013,41,4,59,67061,1,,2013,6,13,9.7,2,1,5,0,45.1,-118.57,5900,2,2,5,,M332Gl,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25142,1,4,24,2,2,3,,1,1,,,2,3,0,,,7,1
174763486020004,44513109020004,99010497,4.11193E+13,2013,41,4,61,61664,1,,2013,6,30,10,2,1,6,0,45.08,-118.27,5700,2,2,5,,M332Gl,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25019,1,4,24,3,2,3,,4,1,,,2,3,0,,,7,1
174763498020004,44513109020004,116010497,3.30932E+13,2013,41,2,33,79570,1,,2013,10,8,10.3,2,1,5,0,42.25,-123.73,2700,2,2,5,,M261Aa,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,27289,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763499020004,44513109020004,114010497,3.30933E+13,2013,41,2,29,64982,1,,2013,6,4,9.9,2,1,3,0,42.11,-122.86,3500,2,2,5,,M261Ao,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26977,1,4,30,2,2,3,,5,1,,,2,3,0,,,7,1
174763500020004,44513109020004,130010497,4.11193E+13,2013,41,4,63,87515,1,,2013,8,13,10.1,2,1,4,0,45.32,-116.89,5500,2,2,5,,M332Gf,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,24519,1,4,24,3,2,3,,4,1,,,2,3,0,,,7,1
174763515020004,44513109020004,117010497,4.11193E+13,2013,41,3,35,61388,1,,2013,9,17,10.2,2,1,2,0,43.35,-121.65,5700,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26429,1,4,24,3,2,3,,5,1,,,2,3,0,,,7,1
174763520020004,44513109020004,99010497,3.30932E+13,2013,41,4,61,88921,1,,2013,8,22,10.2,2,1,7,0,45.81,-117.93,4300,2,2,5,,M332Gl,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,24893,1,4,24,2,2,3,,8,1,,,2,3,0,,,7,1
174763521020004,44513109020004,100010497,4.11191E+13,2013,41,4,1,56555,1,,2013,8,9,10.1,2,1,3,0,44.73,-118.02,5500,2,2,5,,M332Gp,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,25021,1,4,24,2,2,3,,4,1,,,2,3,0,,,7,1
174763522020004,44513109020004,118010497,4.11191E+13,2013,41,3,37,94453,1,,2013,8,10,10,2,1,6,0,42.4,-120.67,6100,2,2,5,,M261Gc,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26096,1,4,24,2,2,3,,1,1,,,2,3,0,,,7,1
174763523020004,44513109020004,114010497,3.30932E+13,2013,41,2,29,90692,1,,2013,6,10,9.9,2,1,1,4,42.05,-123.19,3100,2,2,5,,M261Ao,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,27082,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763524020004,44513109020004,118010497,4.11191E+13,2013,41,3,37,81733,1,,2013,9,7,10.1,2,1,4,0,42.01,-120.09,6700,2,2,5,,M261Gf,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25868,1,4,24,2,2,3,,3,1,,,2,3,0,,,7,1
174763527020004,44513109020004,111010497,4.11191E+13,2013,41,4,23,72575,1,,2013,9,22,10.3,2,1,6,0,44.35,-119.18,4700,2,2,5,,M332Gp,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25506,1,4,24,3,2,3,,4,1,,,2,3,0,,,7,1
174763528020004,44513109020004,108010497,4.11193E+13,2013,41,3,17,58655,1,,2013,9,3,10,2,1,7,0,44,-121.62,7100,2,2,5,,M242Bc,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26427,1,4,24,2,2,3,,3,1,,,2,3,0,,,7,1
174763536020004,44513109020004,119010497,3.30932E+13,2013,41,1,39,71560,1,,2013,6,3,9.8,2,1,2,0,43.69,-122.59,3900,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26756,1,4,30,2,2,3,,3,1,,,2,3,0,,,7,1
174763537020004,44513109020004,119010497,4.11193E+13,2013,41,1,39,91962,1,,2013,6,10,9.6,2,1,1,0,43.68,-122.38,2100,2,2,5,,M242Ba,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26648,1,4,30,2,2,3,,3,1,,,2,3,0,,,7,1
174763538020004,44513109020004,114010497,3.30932E+13,2013,41,2,29,59825,1,,2013,7,19,10.1,2,1,1,0,42.87,-122.56,3900,2,2,5,,M242Bb,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26867,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763539020004,44513109020004,114010497,3.30932E+13,2013,41,2,29,93430,1,,2013,7,7,10,2,1,1,0,42.86,-122.49,2900,2,2,5,,M242Bg,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26760,1,4,30,3,2,3,,8,1,,,2,3,0,,,7,1
174763540020004,44513109020004,114010497,3.30932E+13,2013,41,2,29,64280,1,,2013,7,6,10,2,1,2,0,42.86,-122.46,3100,2,2,5,,M242Bg,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26760,1,4,30,2,2,3,,8,1,,,2,3,0,,,7,1
174763548020004,44513109020004,130010497,4.1119E+13,2013,41,4,63,80047,1,,2013,6,18,10,2,1,7,4,45.77,-117.08,3900,2,2,5,,M332Gd,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,24517,1,4,24,2,2,3,,6,1,,,2,3,0,,,7,1
174763549020004,44513109020004,130010497,4.11193E+13,2013,41,4,63,97022,1,,2013,9,22,10.3,2,1,6,0,45.76,-116.91,4900,2,2,5,,M332Gd,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,24517,1,4,24,4,2,3,,3,1,,,2,3,0,,,7,1
174763550020004,44513109020004,130010497,4.11193E+13,2013,41,4,63,52727,1,,2013,9,23,10.2,2,1,5,0,45.75,-116.84,5300,2,2,5,,M332Gd,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,24389,1,4,24,2,2,3,,3,1,,,2,3,0,,,7,1
174763554020004,44513109020004,100010497,4.11193E+13,2013,41,4,1,70130,1,,2013,6,26,10,2,1,1,0,44.61,-118.16,5500,2,2,5,,M332Gp,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,25021,1,4,24,2,2,3,,7,1,,,2,3,0,,,7,1
174763555020004,44513109020004,123010497,4.11192E+13,2013,41,0,47,79951,1,,2013,7,31,9.9,2,1,3,0,44.74,-122.06,3700,2,2,5,,M242Bb,4105,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26534,1,4,30,3,2,3,,3,1,,,2,3,0,,,7,1
174763556020004,44513109020004,123010497,4.11193E+13,2013,41,0,47,84086,1,,2013,8,3,9.8,2,1,4,0,44.73,-121.95,3500,2,2,5,,M242Bb,4105,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26534,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763557020004,44513109020004,112010497,4.11191E+13,2013,41,4,25,55981,1,,2013,10,16,10.4,2,1,3,0,43.75,-119.4,5300,2,2,5,,M332Gh,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,25627,1,4,24,2,2,3,,7,1,,,2,3,0,,,7,1
174763559020004,44513109020004,121010497,4.11191E+13,2013,41,1,43,71626,1,,2013,6,15,9.7,2,1,6,0,44.27,-122.31,3900,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26645,1,4,30,2,2,3,,3,1,,,2,3,0,,,7,1
174763560020004,44513109020004,121010497,4.11191E+13,2013,41,1,43,90135,1,,2013,7,5,9.8,2,1,5,0,44.34,-122,2900,2,2,5,,M242Bc,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26536,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763561020004,44513109020004,119010497,3.30933E+13,2013,41,1,39,56872,1,,2013,6,5,9.8,2,1,6,0,43.54,-122.65,3500,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26757,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763562020004,44513109020004,118010497,4.11192E+13,2013,41,3,37,91285,1,,2013,6,25,10.1,2,1,1,0,43.52,-121.23,5100,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26317,1,4,24,3,2,3,,7,1,,,2,3,0,,,7,1
174763567020004,44513109020004,116010497,3.30933E+13,2013,41,2,33,58601,1,,2013,9,9,10.2,2,1,6,1,42.2,-123.8,2700,2,2,5,,M261Aa,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,27289,1,4,30,3,2,3,,5,1,,,2,3,0,,,7,1
174763570020004,44513109020004,117010497,4.11193E+13,2013,41,3,35,62113,1,,2013,9,17,10.2,2,1,2,0,42.96,-121.42,5700,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26431,1,4,24,4,2,3,,4,1,,,2,3,0,,,7,1
174763571020004,44513109020004,118010497,4.11191E+13,2013,41,3,37,58900,1,,2013,9,19,10.2,2,1,2,0,42.95,-121.15,5500,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26320,1,4,24,2,2,3,,4,1,,,2,3,0,,,7,1
174763585020004,44513109020004,117010497,4.11192E+13,2013,41,3,35,67233,1,,2013,9,26,10.3,2,1,5,0,43.5,-121.85,4500,2,2,5,,M242Cf,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26539,1,4,24,3,2,3,,7,1,,,2,3,0,,,7,1
174763586020004,44513109020004,123010497,4.11193E+13,2013,41,0,47,75859,1,,2013,7,18,9.8,2,1,4,0,44.71,-122.23,1900,2,2,5,,M242Ba,4105,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26534,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763587020004,44513109020004,123010497,4.11193E+13,2013,41,0,47,94428,1,,2013,7,30,9.8,2,1,3,4,44.71,-122.09,1900,2,2,5,,M242Ba,4105,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26534,1,4,30,3,2,3,,5,1,,,2,3,0,,,7,1
174763588020004,44513109020004,123010497,4.11192E+13,2013,41,0,47,51760,1,,2013,8,6,9.9,2,1,4,0,44.8,-121.96,4300,2,2,5,,M242Bb,4105,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26534,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763589020004,44513109020004,119010497,,2013,41,1,39,52745,1,,2013,6,12,,1,1,6,1,44.17,-123.81,500,,,5,,M242Ag,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,27178,1,4,30,3,2,3,,6,1,,,2,3,0,,,7,1
174763590020004,44513109020004,111010497,4.11191E+13,2013,41,4,23,58746,1,,2013,6,12,10,2,1,4,0,44.12,-119.64,4900,2,2,5,, 342Hd,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25625,1,4,24,2,2,3,,5,1,,,2,3,0,,,7,1
174763591020004,44513109020004,100010497,4.11193E+13,2013,41,4,1,96860,1,,2013,8,6,9.9,2,1,7,0,44.97,-116.92,3500,2,2,5,,M332Gf,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,24520,1,4,24,2,2,3,,3,1,,,2,3,0,,,7,1
174763593020004,44513109020004,102010497,4.11191E+13,2013,41,0,5,73046,1,,2013,9,16,10.2,2,1,2,0,45.15,-121.74,3300,2,2,5,,M242Bc,4105,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26422,1,4,30,3,2,3,,5,1,,,2,3,0,,,7,1
174763594020004,44513109020004,106010497,4.11193E+13,2013,41,3,13,83784,1,,2013,10,11,10.3,2,1,5,0,44.34,-120.32,5300,2,2,5,,M332Gb,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25858,1,4,24,3,2,3,,4,1,,,2,3,0,,,7,1
174763597020004,44513109020004,111010497,3.30932E+13,2013,41,4,23,80987,1,,2013,9,30,10.3,2,1,6,0,44.15,-118.27,5300,2,2,5,,M332Gh,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25146,1,4,24,4,2,3,,3,1,,,2,3,0,,,7,1
174763598020004,44513109020004,119010497,4.11193E+13,2013,41,1,39,58184,1,,2013,8,16,9.6,2,1,2,0,44.27,-123.96,500,2,2,5,,M242Ag,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,27177,1,4,30,3,2,3,,3,1,,,2,3,0,,,7,1
174763605020004,44513109020004,109010497,3.30932E+13,2013,41,2,19,74464,1,,2013,7,19,10,2,1,2,0,42.92,-122.76,3700,2,2,5,,M242Bg,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26867,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763606020004,44513109020004,109010497,3.30933E+13,2013,41,2,19,86759,1,,2013,10,18,10.2,2,1,4,0,43.09,-122.72,2900,2,2,5,,M242Bg,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26866,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763607020004,44513109020004,109010497,3.30933E+13,2013,41,2,19,75369,1,,2013,9,26,10.1,2,1,5,4,43.09,-122.52,3700,2,2,5,,M242Bg,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26759,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763608020004,44513109020004,117010497,4.11193E+13,2013,41,3,35,62513,1,,2013,6,17,10,2,1,3,0,42.9,-121.62,4700,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26431,1,4,24,4,2,3,,7,1,,,2,3,0,,,7,1
174763609020004,44513109020004,118010497,4.11191E+13,2013,41,3,37,62723,1,,2013,9,23,10.2,2,1,6,0,42.9,-121.28,6500,2,2,5,,M242Ce,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26320,1,4,24,2,2,3,,4,1,,,2,3,0,,,7,1
174763610020004,44513109020004,112010497,4.11191E+13,2013,41,4,25,83291,1,,2013,7,27,10.2,2,1,2,0,43.95,-119.44,6100,2,2,5,,M332Gh,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,14.5,25626,1,4,24,2,2,3,,3,1,,,2,3,0,,,7,1
174763611020004,44513109020004,117010497,4.11191E+13,2013,41,3,35,96237,1,,2013,6,2,9.8,2,1,5,0,42.39,-121.4,5100,2,2,5,,M261Gc,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26433,1,4,24,2,2,3,,1,1,,,2,3,0,,,7,1
174763612020004,44513109020004,118010497,4.11192E+13,2013,41,3,37,79895,1,,2013,6,28,9.9,2,1,5,0,42.38,-120.8,5100,2,2,5,,M261Gc,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26210,1,4,24,4,2,3,,5,1,,,2,3,0,,,7,1
174763613020004,44513109020004,118010497,4.11193E+13,2013,41,3,37,69891,1,,2013,7,1,10,2,1,2,0,42.38,-120.6,5900,2,2,5,,M261Gc,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,26096,1,4,24,3,2,3,,5,1,,,2,3,0,,,7,1
174763614020004,44513109020004,118010497,4.11192E+13,2013,41,3,37,71554,1,,2013,9,15,10.2,2,1,5,0,42.38,-120.4,5900,2,2,5,,M261Gc,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25982,1,4,24,3,2,3,,4,1,,,2,3,0,,,7,1
174763615020004,44513109020004,109010497,3.30933E+13,2013,41,2,19,75590,1,,2013,7,10,9.9,2,1,6,0,43.43,-122.52,3500,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26757,1,4,30,3,2,3,,4,1,,,2,3,0,,,7,1
174763616020004,44513109020004,109010497,4.11192E+13,2013,41,2,19,83456,1,,2013,7,2,9.7,2,1,2,1,43.43,-122.18,3700,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26649,1,4,30,3,2,3,,8,0,,,2,3,0,,,7,1
174763619020004,44513109020004,119010497,4.11194E+13,2013,41,1,39,74756,1,,2013,7,15,9.7,2,1,3,1,43.85,-122.21,3500,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26647,1,4,30,2,2,3,,6,1,,,2,3,0,,,7,1
174763623020004,44513109020004,111010497,4.11191E+13,2013,41,4,23,93587,1,,2013,6,27,10.1,2,1,4,0,44.6,-119.07,5700,2,2,5,,M332Gb,4102,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15,25386,1,4,24,2,2,3,,3,1,,,2,3,0,,,7,1
174763624020004,44513109020004,121010497,4.11193E+13,2013,41,1,43,95244,1,,2013,7,30,9.8,2,1,4,0,44.69,-122.31,3900,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26644,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
174763625020004,44513109020004,121010497,4.1119E+13,2013,41,1,43,73298,1,,2013,7,28,9.9,2,1,3,4,44.69,-122.12,3100,2,2,5,,M242Bb,4104,6,,1,,4/8/2014 0:00,489998,,8/8/2017 0:00,489998,OFFSET,15.5,26534,1,4,30,2,2,3,,4,1,,,2,3,0,,,7,1
