CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,MANUAL,KINDCD_NC,QA_STATUS,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,MICROPLOT_LOC,DECLINATION,EMAP_HEX,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,ECO_UNIT_PNW,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL
22932660010497,29361193010497,102010497,,2008,41,0,5,54476,1,,2008,9,23,,1,1,4,0,45.110553,-122.059573,1500,,,5,,M242Ba,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,1,5,9,0,8,,,,,,,,,7,2
22932661010497,29361193010497,102010497,,2008,41,0,5,99280,1,,2008,9,20,,1,1,4,0,45.086459,-121.876978,2700,,,5,,M242Bc,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,1,5,9,0,4,,,,,,,,,7,2
22932677010497,29361193010497,102010497,,2008,41,0,5,83055,2,,2008,9,30,,1,1,,0,45.201506,-122.612586,300,,,5,, 242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26750,2,1,30,1,5,9,0,,,,,,,,,,7,2
22932685010497,29361193010497,102010497,,2008,41,0,5,91848,3,2,2008,4,18,,1,1,2,0,45.207703,-122.753445,100,,,5,, 242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26750,1,1,30,1,5,9,0,7,,,,,,,,,7,2
22932686010497,29361193010497,102010497,,2008,41,0,5,64549,1,,2008,4,28,,1,1,2,1,45.202278,-122.273446,1500,,,5,,M242Ba,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,9,0,7,,,,,,,,,7,2
22932695010497,29361193010497,102010497,,2008,41,0,5,62939,2,,2008,9,30,,1,1,,0,45.25664,-122.408981,1100,,,5,, 242Bd,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,2,1,30,1,5,9,0,,,,,,,,,,7,2
22932696010497,29361193010497,102010497,,2008,41,0,5,80252,1,,2008,10,7,,1,1,6,0,45.257418,-121.922614,2300,,,5,,M242Bb,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,1,5,9,0,2,,,,,,,,,7,2
22932705010497,29361193010497,102010497,,2008,41,0,5,94698,1,,2008,9,25,,1,1,4,9,45.258721,-122.094152,3100,,,5,,M242Ba,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,9,0,4,,,,,,,,,7,2
22932714010497,29361193010497,102010497,,2008,41,0,5,83249,1,,2008,8,17,,1,1,3,8,45.300656,-121.774977,3700,,,5,,M242Bc,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26310,1,4,30,1,5,9,0,7,,,,,,,,,7,2
22932728010497,29361193010497,102010497,,2008,41,0,5,73317,1,,2008,5,5,,1,1,3,4,45.205841,-122.541147,300,,,5,, 242Bd,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26642,1,4,30,1,5,9,0,3,,,,,,,,,7,2
22932729010497,29361193010497,102010497,,2008,41,0,5,87975,3,2,2008,8,7,,1,1,2,0,45.386673,-122.288971,900,,,5,, 242Bd,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26531,1,4,30,1,5,9,0,7,,,,,,,,,7,2
22932730010497,29361193010497,102010497,,2008,41,0,5,69458,1,,2008,9,10,5,1,1,7,0,45.406302,-121.980355,3300,,,5,5,M242Bb,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,1,5,9,0,4,,,,,,,,,7,2
22932740010497,29361193010497,102010497,,2008,41,0,5,91387,1,,2008,7,31,,1,1,3,8,45.454023,-122.127365,900,,,5,,M242Ba,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26531,1,4,30,1,5,9,0,5,,,,,,,,,7,2
22932741010497,29361193010497,102010497,,2008,41,0,5,95377,1,,2008,8,12,,1,1,5,1,45.404179,-121.917104,3100,,,5,,M242Bb,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,1,5,9,0,6,,,,,,,,,7,2
22954154010497,5867229010901,102010497,,2007,41,0,5,83169,1,,2007,8,22,,1,1,2,0,45.156828,-121.780851,3500,,,4,,M242Bc,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,1,5,8,0,7,,,,,,,,,7,2
22954192010497,5867229010901,102010497,,2007,41,0,5,60736,1,,2007,7,18,,1,1,1,1,44.961129,-122.412546,1300,,,4,,M242Ba,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26643,1,4,30,1,5,8,0,7,,,,,,,,,7,2
22954197010497,5867229010901,102010497,,2007,41,0,5,60046,1,,2007,6,7,,1,1,5,0,44.991593,-122.058377,1700,,,4,,M242Ba,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,1,5,8,0,5,,,,,,,,,7,2
22954204010497,5867229010901,102010497,,2007,41,0,5,89989,1,,2007,6,5,,1,1,2,0,45.059378,-121.924159,3500,,,4,,M242Bc,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,1,5,8,0,3,,,,,,,,,7,2
22954212010497,5867229010901,102010497,,2007,41,0,5,72038,1,,2007,11,8,5.3000001907,1,1,5,0,45.065368,-121.850831,2900,,,4,4,M242Bc,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,1,5,8,0,5,,,,,,,,,7,2
22954218010497,5867229010901,102010497,,2007,41,0,5,64050,1,,2007,8,23,,1,1,1,0,45.12875,-122.444194,1300,,,4,,M242Ba,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26642,1,4,30,1,5,8,0,7,,,,,,,,,7,2
22954223010497,5867229010901,102010497,,2007,41,0,5,69282,3,3,2007,4,23,,1,1,4,0,45.157943,-122.129277,1900,,,4,,M242Ba,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,8,0,4,,,,,,,,,7,2
22954231010497,5867229010901,102010497,,2007,41,0,5,89947,1,,2007,4,19,,1,1,4,4,45.158976,-122.261732,2900,,,4,,M242Ba,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,8,0,3,,,,,,,,,7,2
22954240010497,5867229010901,102010497,,2007,41,0,5,83027,1,,2007,11,2,5.1999998093,1,1,4,0,45.24956,-122.46812,900,,,4,4, 242Bd,4103,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,1,4,30,1,5,8,0,3,,,,,,,,,7,2
22954241010497,8655376010901,102010497,,2006,41,0,5,60759,1,,2006,6,19,,1,1,8,0,45.254427,-121.990228,3500,,,3,,M242Bb,4103,3,,1,,04/18/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,17,26422,1,4,30,1,5,7,0,3,,,,,,,,,7,2
22954248010497,5867229010901,102010497,,2007,41,0,5,78675,1,,2007,6,4,,1,1,4,0,45.303546,-122.472985,500,,,4,, 242Bd,4103,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,1,4,30,1,5,8,0,5,,,,,,,,,7,2
22954249010497,8655376010901,102010497,,2006,41,0,5,89361,1,,2006,5,31,,1,1,1,0,45.303945,-121.845162,2300,,,3,,M242Bb,4103,3,,1,,04/18/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,17,26421,1,4,30,1,5,7,0,8,,,,,,,,,7,2
22954254010497,5867229010901,102010497,,2007,41,0,5,77272,2,,2007,6,2,,1,1,2,0,45.302268,-122.609591,100,,,4,, 242Bd,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,1,1,30,1,5,8,0,7,,,,,,,,,7,2
22954255010497,5867229010901,102010497,,2007,41,0,5,69885,1,,2007,5,23,,1,1,5,0,45.315163,-122.129078,2500,,,4,,M242Ba,4103,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,8,0,7,,,,,,,,,7,2
22954261010497,5867229010901,102010497,,2007,41,0,5,70577,1,,2007,6,1,,1,1,5,8,45.349881,-121.982378,1300,,,4,,M242Ba,4103,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,1,5,8,0,8,,,,,,,,,7,2
22955903010497,5867229010901,102010497,,2007,41,0,5,77633,2,,2007,9,30,,1,1,,0,45.151541,-122.60575,300,,,4,, 242Bb,4105,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26642,2,4,30,1,5,8,0,,,,,,,,,,7,2
22955917010497,5867229010901,102010497,,2007,41,0,5,82920,2,,2007,9,30,,1,1,,0,45.35522,-122.339462,500,,,4,, 242Bd,4103,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,2,4,30,1,5,8,0,,,,,,,,,,7,2
22956318010497,5867229010901,102010497,,2007,41,0,5,65759,2,,2007,9,30,,1,1,,0,45.455997,-122.470274,500,,,4,, 242Bd,4103,3,,1,,04/17/08 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,2,4,30,1,5,8,0,,,,,,,,,,7,2
238861061489998,234664948020004,102010497,41119759010497,2014,41,0,5,55819,1,,2014,10,26,10.1000003815,2,1,3,0,45.035195,-121.990376,3700,2,2,1,,M242Bb,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26533,1,4,30,3,2,4,,3,1,,,2,3,0,,,7,2
238861085489998,234664948020004,102010497,41119770010497,2014,41,0,5,73114,1,,2014,10,25,10.1000003815,2,1,3,0,45.213361,-122.158389,2100,2,2,1,,M242Ba,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26532,1,4,30,2,2,4,,5,1,,,2,3,0,,,7,2
238861095489998,234664948020004,102010497,41119452010497,2014,41,0,5,69659,1,,2014,9,8,10,2,1,5,0,45.428673,-121.986321,3300,2,2,1,,M242Bb,4103,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26421,1,4,30,3,2,4,,1,1,,,2,3,0,,,7,2
238861098489998,234664948020004,102010497,,2014,41,0,5,64716,3,3,2014,11,25,,1,1,,,45.090554,-122.160913,2500,,,1,,M242Bb,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26533,1,1,30,3,2,4,,,1,,,2,3,0,,,7,2
238861132489998,234664948020004,102010497,41119861010497,2014,41,0,5,90699,1,,2014,10,25,10.1000003815,2,1,6,1,45.08618,-122.12222,3500,2,2,1,,M242Bb,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26533,1,4,30,2,2,4,,4,1,,,2,3,0,,,7,2
238861202489998,234664948020004,102010497,41119779010497,2014,41,0,5,75920,1,,2014,9,10,10.1999998093,2,1,4,0,44.937316,-121.815399,4100,2,2,1,,M242Bc,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26423,1,4,30,2,2,4,,4,1,,,2,3,0,,,7,2
238861657489998,234664948020004,102010497,41119862010497,2014,41,0,5,68490,1,,2014,9,10,10,2,1,2,0,45.329186,-121.707822,5700,2,2,1,,M242Bc,4103,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26310,1,4,30,2,2,4,,4,1,,,2,3,0,,,7,2
238861658489998,234664948020004,102010497,41119566010497,2014,41,0,5,99194,1,,2014,9,7,10,2,1,7,0,45.37691,-121.953206,3300,2,2,1,,M242Bb,4103,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26421,1,4,30,2,2,4,,7,1,,,2,3,0,,,7,2
238861659489998,234664948020004,102010497,41119625010497,2014,41,0,5,77290,1,,2014,9,8,10.1000003815,2,1,4,1,45.136662,-121.94818,3700,2,2,1,,M242Bb,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26422,1,4,30,2,2,4,,4,1,,,2,3,0,,,7,2
238861663489998,234664948020004,102010497,41119526010497,2014,41,0,5,93313,1,,2014,9,26,10.3000001907,2,1,5,0,44.984095,-121.955222,4500,2,2,1,,M242Bb,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26423,1,4,30,3,2,4,,4,1,,,2,3,0,,,7,2
238861664489998,234664948020004,102010497,41119528010497,2014,41,0,5,88638,1,,2014,9,28,10.3000001907,2,1,4,0,44.983477,-121.848953,3100,2,2,1,,M242Bc,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26423,1,4,30,3,2,4,,8,1,,,2,3,0,,,7,2
238861696489998,234664948020004,102010497,41119361010497,2014,41,0,5,79397,1,,2014,9,9,10.1000003815,2,1,3,0,45.176993,-121.779175,3900,2,2,1,,M242Bc,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26422,1,4,30,2,2,4,,8,1,,,2,3,0,,,7,2
238861733489998,234664948020004,102010497,41119554010497,2014,41,0,5,83379,1,,2014,9,5,9.8999996185,2,1,6,1,45.306945,-122.091556,2700,2,2,1,,M242Ba,4103,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26532,1,4,30,2,2,4,,6,1,,,2,3,0,,,7,2
238861734489998,234664948020004,102010497,41119539010497,2014,41,0,5,83820,1,,2014,9,9,10.3000001907,2,1,2,1,45.008149,-121.811558,4100,2,2,1,,M242Bc,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26423,1,4,30,2,2,4,,9,1,,,2,3,0,,,7,2
238861736489998,234664948020004,102010497,41119771010497,2014,41,0,5,77254,1,,2014,10,23,10.3000001907,2,1,5,1,44.913534,-122.237935,2900,2,2,1,,M242Bb,4105,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26533,1,4,30,2,2,4,,3,1,,,2,3,0,,,7,2
238861763489998,234664948020004,102010497,41119782010497,2014,41,0,5,93044,1,,2014,9,9,10.1000003815,2,1,1,0,45.30857,-121.743796,4100,2,2,1,,M242Bc,4103,6,,1,,02/17/15 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15.5,26310,1,4,30,2,2,4,,4,1,,,2,3,0,,,7,2
273639951489998,273493071489998,102010497,12862828010497,2015,41,0,5,71549,1,,2015,8,13,9.8999996185,2,1,5,0,45.155635,-121.84702,4500,2,2,2,,M242Bc,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,1,6,6,,3,1,,,2,3,0,,,7,2
273639993489998,273493071489998,102010497,15351587010497,2015,41,0,5,51940,2,,2015,9,1,9.8999996185,2,1,,,45.442058,-122.567122,300,2,2,2,, 242Bd,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,,26641,2,4,30,1,6,6,,,,,,,,,,,7,2
273640371489998,273493071489998,102010497,12863699010497,2015,41,0,5,88439,1,,2015,4,30,10,2,1,3,1,45.300356,-122.191572,1500,2,2,2,,M242Ba,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26532,1,4,30,1,6,6,,4,0,,,2,3,0,,,7,2
273640577489998,273493071489998,102010497,12861313010497,2015,41,0,5,74499,1,,2015,7,7,9.6000003815,2,1,2,0,45.341895,-122.048893,4300,2,2,2,,M242Ba,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26421,1,4,30,1,6,6,,3,0,,,2,3,0,,,7,2
273640604489998,273493071489998,102010497,12860697010497,2015,41,0,5,93124,1,,2015,8,25,9.8000001907,2,1,5,2,44.91407,-122.130158,3500,2,2,2,2,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,1,6,6,,4,1,,,2,3,0,,,7,2
273640902489998,273493071489998,102010497,12860873010497,2015,41,0,5,63350,1,,2015,9,2,9.8000001907,2,1,1,0,44.888816,-121.960003,4500,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26423,1,4,30,1,6,6,,3,1,,,2,3,0,,,7,2
273640933489998,273493071489998,102010497,13216599010497,2015,41,0,5,81651,3,2,2015,10,21,10.3999996185,2,1,,,45.305393,-122.686028,300,2,2,2,, 242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26750,1,1,30,1,6,6,,,0,,,2,3,0,,,7,2
273641475489998,273493071489998,102010497,15351574010497,2015,41,0,5,74264,2,,2015,9,1,9.8999996185,2,1,,,45.321999,-122.37685,300,2,2,2,, 242Bb,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,,26641,2,4,30,1,6,6,,,,,,,,,,,7,2
273641492489998,273493071489998,102010497,12863886010497,2015,41,0,5,65141,1,,2015,8,18,9.8000001907,2,1,8,0,45.355123,-121.845614,4300,2,2,2,,M242Bb,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26421,1,4,30,1,6,6,,3,1,,,2,3,0,,,7,2
273641539489998,273493071489998,102010497,12861140010497,2015,41,0,5,61270,1,,2015,7,23,9.6999998093,2,1,5,0,44.955711,-122.473659,1700,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26643,1,4,30,1,6,6,,5,0,,,2,3,0,,,7,2
273641785489998,273493071489998,102010497,12864405010497,2015,41,0,5,66345,1,,2015,6,25,9.6999998093,2,1,3,0,45.392382,-122.197173,1100,2,2,2,2,M242Ba,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26531,1,4,30,1,6,6,,3,0,,,2,3,0,,,7,2
273641786489998,273493071489998,102010497,12861454010497,2015,41,0,5,68774,1,,2015,8,26,9.8000001907,2,1,6,0,44.963423,-122.140126,1900,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,1,6,6,,1,1,,,2,3,0,,,7,2
273641826489998,273493071489998,102010497,12862533010497,2015,41,0,5,52212,1,,2015,7,22,9.6000003815,2,1,3,0,45.154578,-122.333808,2100,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26642,1,4,30,1,6,6,,4,0,,,2,3,0,,,7,2
273641827489998,273493071489998,102010497,12862257010497,2015,41,0,5,94888,1,,2015,9,18,10.1000003815,2,1,5,0,45.136703,-122.162285,1500,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,1,6,6,,4,1,,,2,3,0,,,7,2
273642058489998,273493071489998,102010497,12863121010497,2015,41,0,5,88974,1,,2015,8,20,10.1000003815,2,1,5,0,45.205078,-121.996056,3700,2,2,2,,M242Bb,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,1,6,6,,4,1,,,2,3,0,,,7,2
273642116489998,273493071489998,102010497,12861691010497,2015,41,0,5,62673,1,,2015,7,6,10,2,1,4,0,45.06369,-121.99108,2900,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,1,6,6,,3,1,,,2,3,0,,,7,2
273642239489998,273493071489998,102010497,12863525010497,2015,41,0,5,85823,1,,2015,4,21,9.8999996185,2,1,3,0,45.258244,-122.544421,700,2,2,2,, 242Bd,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26641,1,4,30,1,6,6,,7,0,,,2,3,0,,,7,2
273642401489998,273493071489998,102010497,15351559010497,2015,41,0,5,59291,2,,2015,9,1,9.8999996185,2,1,,,45.159797,-122.681282,300,2,2,2,, 242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,,26750,2,4,30,1,6,6,,,,,,,,,,,7,2
273642496489998,273493071489998,102010497,12862079010497,2015,41,0,5,60189,1,,2015,10,22,10,2,1,1,0,45.113081,-122.515729,700,2,2,2,, 242Bd,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26642,1,4,30,1,6,6,,5,0,,,2,3,0,,,7,2
273642783489998,273493071489998,102010497,12864156010497,2015,41,0,5,79521,1,,2015,7,29,10.1999998093,2,1,5,0,45.006735,-122.335932,2900,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,1,6,6,,1,0,,,2,3,0,,,7,2
290008378489998,273493075489998,102010497,41120050010497,2015,41,0,5,83345,1,,2015,6,30,9.6000003815,2,1,5,1,45.083181,-121.848406,2900,2,2,2,,M242Bc,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,3,2,5,,5,1,,,2,3,0,,,7,2
290008388489998,273493075489998,102010497,41119981010497,2015,41,0,5,57598,1,,2015,10,20,10.3000001907,2,1,1,0,45.035043,-122.053723,1500,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,2,2,5,,5,1,,,2,3,0,,,7,2
290008412489998,273493075489998,102010497,41120052010497,2015,41,0,5,71360,1,,2015,6,24,9.6999998093,2,1,2,0,45.108146,-121.951499,4500,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,3,2,5,,4,1,,,2,3,0,,,7,2
290008416489998,273493075489998,102010497,41119887010497,2015,41,0,5,78897,1,,2015,7,9,9.8000001907,2,1,5,0,44.939126,-121.957179,4500,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26423,1,4,30,2,2,5,,4,1,,,2,3,0,,,7,2
290008420489998,273493075489998,102010497,41120059010497,2015,41,0,5,56635,1,,2015,5,15,9.5,2,1,3,1,45.408436,-122.123625,1100,2,2,2,,M242Ba,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26531,1,4,30,2,2,5,,5,1,,,2,3,0,,,7,2
290008455489998,273493075489998,102010497,41120028010497,2015,41,0,5,81706,1,,2015,6,23,9.8000001907,2,1,4,0,45.129791,-121.854743,3900,2,2,2,,M242Bc,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,3,2,5,,8,1,,,2,3,0,,,7,2
290008456489998,273493075489998,102010497,41120092010497,2015,41,0,5,69394,1,,2015,6,14,9.8999996185,2,1,5,0,45.13579,-121.818932,3500,2,2,2,,M242Bc,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,2,2,5,,8,1,,,2,3,0,,,7,2
290008876489998,273493075489998,102010497,41120065010497,2015,41,0,5,54043,1,,2015,9,15,9.8999996185,2,1,7,1,45.038054,-122.031727,2100,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,3,2,5,,8,1,,,2,3,0,,,7,2
290008878489998,273493075489998,102010497,41120034010497,2015,41,0,5,58942,1,,2015,6,17,9.8999996185,2,1,4,0,45.110384,-122.021372,4300,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26422,1,4,30,2,2,5,,1,1,,,2,3,0,,,7,2
290008879489998,273493075489998,102010497,41120039010497,2015,41,0,5,78746,1,,2015,9,7,10,2,1,2,0,44.891409,-121.928598,3700,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26423,1,4,30,2,2,5,,8,1,,,2,3,0,,,7,2
290008908489998,273493075489998,102010497,41119940010497,2015,41,0,5,86575,1,,2015,9,2,10.1000003815,2,1,7,0,45.409695,-121.951949,3300,2,2,2,,M242Bb,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26421,1,4,30,3,2,5,,4,1,,,2,3,0,,,7,2
290008939489998,273493075489998,102010497,41119919010497,2015,41,0,5,67022,1,,2015,9,1,10.1000003815,2,1,4,1,45.063007,-122.02529,2300,2,2,2,,M242Ba,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,2,2,5,,4,1,,,2,3,0,,,7,2
