SOURCE,TARGET_ECOREGION,TRAIN_ECOREGION,WEIGHTED,MODEL,METRIC,TARGET,SCORE
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.010098962982256455
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,22.86437780629414
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.31794924394254387
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mae,TOPHT,17.449721668779983
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.24265369731902892
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-4.028692263944063
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.05602250235060308
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rmse,TOPHT,23.765378264350364
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3304784462177093
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mae,TOPHT,18.135784813956228
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.25219400758479016
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,bias,TOPHT,-5.651847030498811
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.07859389419865725
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,14.372433341300473
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.20388881152602256
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mae,TOPHT,11.400917031097993
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.16173457678162576
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-0.37711422268451567
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.005349780990234774
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rmse,TOPHT,15.06711997905426
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.2137437073248861
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mae,TOPHT,11.587713388088368
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.16438448903515596
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,bias,TOPHT,0.426417052152236
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.006049195979077163
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,26.43175439654244
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.29146388741006535
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mae,TOPHT,20.333588144223903
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.22421919319460556
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,bias,TOPHT,6.073257200161666
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.06697002121931948
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rmse,TOPHT,26.119925882342603
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.2880253433924999
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mae,TOPHT,19.799348160158328
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.21832811005916253
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,bias,TOPHT,1.0564352306466522
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.01164934852608575
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,12.431499468020716
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.13380906654455924
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mae,TOPHT,8.819959604488965
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.09493549548655472
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-0.19277089706412953
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.002074930209301241
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rmse,TOPHT,12.19770092603344
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.13129252662568028
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mae,TOPHT,8.937946804491366
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.09620547559934327
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,bias,TOPHT,-0.617240630921928
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.0066437997177654995
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,26.3433357248913
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.23762262395702885
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mae,TOPHT,21.50345632747825
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.19396585800835747
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-0.05744593853340126
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.0005181748732406335
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rmse,TOPHT,26.62908912477987
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.2402001818409382
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mae,TOPHT,22.077607496826804
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.19914482656546728
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,bias,TOPHT,0.32152302045947184
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.002900207649556667
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,12.628919337871011
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.11341761310118076
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mae,TOPHT,9.547414612071021
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.08574328076839054
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-5.935324259469073
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.05330387283984339
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rmse,TOPHT,15.44467833742756
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.1387053401230963
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mae,TOPHT,11.746306000011261
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.10549105221396914
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,bias,TOPHT,-8.277181302797047
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.07433558814124332
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,22.277336014152866
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3176959572881513
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,17.036472873373068
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.2429562742547561
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,5.927623787171411
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.08453354172658017
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,19.16519454411336
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.27331386586967016
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,15.12999052992558
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.21576802639739487
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,1.4286160652563418
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.020373421137989896
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,15.83018760790621
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.27402793102322015
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,12.414215084352074
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.21489585335951658
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,0.8426325923299843
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.014586363194684775
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,14.767975812115191
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.255640549400295
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,11.733650392815196
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.20311496111941676
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,3.454685182325559
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.0598022118434301
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,35.226751080167524
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3459227897259348
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,27.378752394724405
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.2688563128074213
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-17.367857737223353
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.17055043726146807
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,34.20118023945178
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3358517977836295
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,26.51695760284516
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.26039358350548497
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-15.683795641169766
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.15401313420411808
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,31.59339879869715
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.31337395550075636
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,21.738363233336017
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.21562215942476065
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-11.751737791916849
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.11656512739656785
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,28.25033744788571
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.28021423230476117
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,20.359463169685707
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.20194489190632697
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-9.678881422310436
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.09600452852376513
sentinel,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,40.97031400598716
sentinel,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3781132042169645
sentinel,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,31.716674678412662
sentinel,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.29271177877741333
sentinel,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-22.655396062063044
sentinel,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.20908564177905073
sentinel,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,41.18128860670586
sentinel,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3800602794157166
sentinel,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,32.03439972528245
sentinel,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.29564404909182596
sentinel,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-24.002093286437457
sentinel,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.22151425051619367
lidar,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,30.955908605347435
lidar,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3045449258722719
lidar,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,21.410016712280083
lidar,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.21063222649000515
lidar,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-9.99269802469342
lidar,Coast Range,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.0983083881656298
lidar,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,28.520905083209307
lidar,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.2805893063941805
lidar,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,20.199525501139117
lidar,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.19872338669900383
lidar,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-9.562987906051672
lidar,Coast Range,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.09408089034294563
sentinel,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,23.591146821863326
sentinel,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3333229693153409
sentinel,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,18.6454715156228
sentinel,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.26344475649281374
sentinel,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,6.369847496453902
sentinel,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.09000056239895017
sentinel,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,20.71974751958938
sentinel,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.2927525235989442
sentinel,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,16.03067960402199
sentinel,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.22649995636513276
sentinel,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-0.1761613426242051
sentinel,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.0024890109092814056
lidar,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,17.395064741241946
lidar,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.23190181933253382
lidar,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,13.852336637572051
lidar,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.18467203865263224
lidar,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,3.947833926428196
lidar,Eastern Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.05263043763158969
lidar,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,16.465462167702178
lidar,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.2195088486096961
lidar,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,13.174863262304365
lidar,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.17564032128848564
lidar,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,3.5960036777526403
lidar,Eastern Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,-0.04794002250650899
sentinel,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,40.660762866703415
sentinel,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.42109743935121574
sentinel,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,32.33787906195793
sentinel,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.3349026704609837
sentinel,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-14.018420425424953
sentinel,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.14517978829485315
sentinel,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,39.73868243335369
sentinel,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.41154804376726345
sentinel,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,31.258905689367538
sentinel,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.32372843534356976
sentinel,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-14.29949272229347
sentinel,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.14809067378098897
lidar,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,34.118896804209214
lidar,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.373571313049502
lidar,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,25.055458774545208
lidar,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.27433479714120723
lidar,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-6.1722366848510495
lidar,Klamath Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.06758045478562047
lidar,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,31.026521610298165
lidar,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3397125787457439
lidar,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,22.991349825636075
lidar,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.2517346557958961
lidar,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-3.657733982349582
lidar,Klamath Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.040048905872113155
sentinel,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,26.30040634427913
sentinel,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.31178805001396087
sentinel,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,20.42524312493989
sentinel,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.2421387198974328
sentinel,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-4.055385943428155
sentinel,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.04807609657447474
sentinel,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,26.68260477649397
sentinel,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.316318964948839
sentinel,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,20.61467045402779
sentinel,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.24438435735194752
sentinel,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-6.8321759891892215
sentinel,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.0809945976171152
lidar,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,17.274503052329347
lidar,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.20637321657561478
lidar,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,12.546921169248394
lidar,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.14989423846084585
lidar,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-2.166393487572479
lidar,North Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.025881241911529854
lidar,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,17.248325288041443
lidar,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.20606047881392708
lidar,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,12.487864691526807
lidar,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.14918870874284992
lidar,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-1.6098647719537582
lidar,North Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.01923256317321767
sentinel,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,31.13124394478622
sentinel,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.34328532430845293
sentinel,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,24.549397079173893
sentinel,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.270707066921192
sentinel,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-6.222292035291487
sentinel,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.06861343359954869
sentinel,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,31.207122659583213
sentinel,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.3441220415711294
sentinel,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,24.902353665952326
sentinel,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.274599131644784
sentinel,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-9.198123952001216
sentinel,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.10142803703868408
lidar,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,22.202016450472243
lidar,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.23897608685797905
lidar,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,16.22446707266329
lidar,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.17463547336029173
lidar,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-3.342475937875046
lidar,Puget Lowland,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.03597744474391387
lidar,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,TOPHT,21.447914001504657
lidar,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.23085914609512959
lidar,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,TOPHT,15.960286408582562
lidar,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,TOPHT,0.17179190906213931
lidar,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,TOPHT,-6.375836786972266
lidar,Puget Lowland,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,TOPHT,0.06862766403199261
sentinel,Willamette Valley,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,TOPHT,40.23436611716392
sentinel,Willamette Valley,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,TOPHT,0.36292274258094986
sentinel,Willamette Valley,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,TOPHT,31.529226886577607
sentinel,Willamette Valley,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,TOPHT,0.2844004913563766
sentinel,Willamette Valley,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,TOPHT,-24.446842126770143
