UUID,LIDAR_YEAR,LIDAR_ACQ,STRAT0_RETURN-PROPORTION,STRAT1_RETURN-PROPORTION,STRAT2_RETURN-PROPORTION,STRAT3_RETURN-PROPORTION,STRAT4_RETURN-PROPORTION,STRAT5_RETURN-PROPORTION,HEIGHT_05-PERCENTILE,HEIGHT_25-PERCENTILE,HEIGHT_50-PERCENTILE,HEIGHT_75-PERCENTILE,HEIGHT_95_PERCENTILE,LIDAR_COVER,POTENTIAL_VOLUME,STDDEV_HEIGHT,SURFACE_VOLUME,KURTOSIS,SKEWNESS,ASPECT,ELEVATION,SLOPE,YEAR,TPA,BA,SDI,CCF,QMD,TCUFT,TOPHT,NUMBER_OF_STRATA,TOTAL_COVER,STRUCTURE_CLASS,CANOPY_BASEHEIGHT,CANOPY_BULKDENSITY,ABOVEGROUND_BIOMASS,ABOVEGROUND_CARBON,ABOVEGROUND_LIVE_CARBON,GS_TPA,AF,AS,BM,BO,CH,CW,DF,DG,ES,GC,GF,IC,JP,KP,LO,LP,MA,MC,MH,NF,OH,OS,OT,PC,PL,PP,PY,RA,RC,RF,SF,SH,SP,SS,TO,WA,WB,WF,WH,WI,WJ,WL,WO,WP,YC,TRUE_FIR,OTHER_HARDWOOD,MAPLE,OAK,DOUGLAS_FIR,SPRUCE,CEDAR,PONDEROSA_PINE,OTHER_SOFTWOOD,LODGEPOLE_PINE,HEMLOCK,RED_ALDER,TANOAK,JUNIPER,LARCH,YEAR_DIFF,LAT,LON,ECOREGION3,AGENCY,DISTANCE_TO_WATER_M,PLOT_SIZE_AC,MEAS_YR,SAT_YEAR,LT_YSD_NBR,LT_YSD_SWIR1,WEIGHTS
3a4b815d,2014,colockum_2014,0.42237,0.018383,0.151495,0.275748,0.023034,0.0,0.0,0.0,3.62,11.605,18.790001,55.92469499999999,2146.5,7.860793590545653,612.4623413085938,2.053635,0.690181,132.87924194335938,1332.1611328125,4.7592501640319815,2016,80.0,114.0,173.0,91.0,16.14539406572252,2875.0,70.0,1.0,42.0,2=SE,13.0,0.0522675,55.0,25.0,25.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.2029036164984,-120.45907282808952,eastern_cascades_slopes_and_foothills,WADNR,482.3765791,0.1,2016,2014.0,29.0,29.0,44
3a526010,2015,upper-umpqua_2015,0.035475,0.015968,0.129742,0.5106189999999999,0.238707,0.0,1.1645,9.9725,15.365,19.809999,24.6255,94.855714,2756.5,3.960026741027832,1928.036865234375,2.373977,-0.37917,127.49235534667967,1209.04931640625,29.60029983520508,2016,208.0,181.0,303.0,228.0,12.62872954701261,5866.0,100.0,1.0,49.0,2=SE,29.0,0.181652,103.0,47.0,47.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.49473412065432,-122.5120130195636,cascades,USFS,67.25263838,0.25,2016,2015.0,28.0,20.0,11
3a54aa9d,2015,dnr-clallam_2015,0.253146,0.069682,0.125038,0.435076,0.0,0.0,0.0,0.13,7.18,14.76,16.309998999999998,67.71718,1785.5,1.2768900394439695,1538.74853515625,1.315711,0.049645999999999996,172.6439971923828,219.91305541992188,4.589699745178223,2018,920.0,200.0,439.0,458.0,6.307604120210251,4948.0,63.0,2.0,98.0,3=UR,11.0,0.173688,79.0,36.0,36.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,16.0,128.0,0.0,0.0,0.0,3.0,48.13864706539883,-123.91290367939456,coast_range,WADNR,410.1585425,0.1,2018,2015.0,30.0,23.0,12
3a9a6120,2014,lane-county_2014,0.048297,0.038427,0.036584,0.191951,0.452053,0.206533,0.17,17.15,23.23,28.549999,38.419998,91.327578,4406.0,6.008162975311278,3047.10400390625,2.86085,-0.46738100000000005,213.6640472412109,489.9110107421875,36.93899917602539,2017,264.0,222.0,374.0,298.0,12.415996368621803,7903.0,121.0,1.0,76.0,2=SE,28.0,0.0806453,137.0,62.0,62.0,264.0,0.0,0.0,49.0,0.0,0.0,0.0,163.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,44.11843074986427,-122.59054268781176,cascades,BLM,132.2695379,0.125,2017,2014.0,29.0,17.0,49
3ad9e6dc,2013,olympic-peninsula_2013,0.074358,0.028491,0.037414,0.111929,0.170632,0.554634,0.0,17.1075,32.595001,40.3825,49.6465,89.715091,5571.5,12.700108528137209,3221.960693359375,2.2158330000000004,-0.466325,279.40216064453125,476.375,52.37654876708984,2018,310.0,400.0,618.0,442.0,15.371527890985814,23867.0,140.0,3.0,83.0,6=OM,8.0,0.135778,340.0,154.0,154.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,5.0,47.660197928360425,-124.021752240289,coast_range,WADNR,225.49546569999995,0.1,2018,2013.0,10.0,22.0,11
3aff84a6,2014,lane-county_2014,0.133983,0.07123,0.004302,0.071609,0.11627,0.58831,0.0,14.9175,33.619999,39.450001,44.788502,79.47874499999998,4763.0,7.330893039703369,3585.724365234375,1.9823259999999998,-0.7081810000000001,179.9080047607422,307.7320861816406,15.23349952697754,2018,104.0,256.0,348.0,280.0,21.22750352848013,11901.0,146.0,2.0,60.0,3=UR,70.0,0.118321,197.0,89.0,89.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.90420038263871,-123.43383346363932,coast_range,BLM,166.14182140000003,0.125,2018,2014.0,29.0,29.0,27
3b018655,2016,wa-western_2016,0.13796,0.076398,0.004604,0.028308,0.279161,0.465211,0.0,19.165001,29.514999,33.130001,36.468502,78.56411999999997,3873.5,5.206411361694336,3181.4306640625,2.331799,-0.9993280000000001,190.78924560546875,44.53689956665039,1.632849931716919,2016,130.0,204.0,304.0,238.0,16.959884714058653,9219.0,129.0,1.0,63.0,2=SE,74.0,0.12851,151.0,69.0,69.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37594954076678,-122.91459643978396,puget_lowland,WADNR,216.4714489,0.1,2016,2016.0,31.0,1.0,14
3b4b866b,2012,chehalis_2012,0.057565,0.0135,0.100102,0.793556,0.019231,0.0,0.0,11.13,13.934999,16.26,19.02,92.89353,2040.0,2.509934425354004,1502.574462890625,4.195004,-1.2032610000000001,144.25765991210938,130.36360168457028,22.73379898071289,2013,360.0,147.0,285.0,222.0,8.640746572481227,4302.0,90.0,2.0,77.0,3=UR,9.0,0.123239,77.0,35.0,35.0,320.0,0.0,0.0,0.0,0.0,11.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,46.90868456799624,-123.28197010713517,coast_range,WADNR,367.2414141,0.1,2013,2012.0,27.0,26.0,17
3b5be47a,2014,lane-county_2014,0.076982,0.057801,0.279795,0.0,0.0,0.0,0.0,2.58,3.94,5.1675,6.83,86.521739,717.5,1.396679401397705,413.3835754394531,2.548479,-0.244694,177.08395385742188,486.8828125,13.008000373840332,2017,176.0,40.0,87.0,71.0,6.456849703858753,615.0,40.0,1.0,42.0,1=SI,9.0,0.0600704,13.0,6.0,6.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.93830054091583,-122.67819758826808,cascades,BLM,375.8449153,0.125,2017,2014.0,29.0,14.0,27
3ba39423,2015,four-rivers_2014-2015,0.272101,0.058985,0.076917,0.234309,0.2701,0.024898,0.0,0.08,11.5,21.65,28.313,66.891441,3242.0,8.081496238708496,1572.537353515625,1.584419,0.23405900000000002,37.91594696044922,1532.491943359375,7.924049854278564,2015,156.0,177.0,281.0,116.0,14.443762320201712,5133.0,93.0,1.0,59.0,2=SE,22.0,0.122487,97.0,44.0,44.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,44.652927819450966,-118.40945422599016,blue_mountains,USFS,540.2053867999999,0.25,2015,2015.0,30.0,17.0,215
3bb1e08b,2016,loomis-loup-loup_2016,0.342519,0.017085,0.150455,0.268393,0.14825,0.0,0.0,0.0,7.07,16.290001,23.82,64.03968,2611.5,8.505317687988281,810.0518798828125,1.8255759999999999,0.46295699999999995,186.18409729003903,1374.22509765625,25.07670021057129,2017,90.0,125.0,191.0,146.0,15.972928656231938,2994.0,85.0,2.0,49.0,3=UR,5.0,0.0528595,57.0,26.0,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.85211211164585,-119.81971170445456,north_cascades,WADNR,191.8303328,0.1,2017,2016.0,31.0,31.0,12
3bd77e57,2012,chehalis_2012,0.026296,0.009355,0.194185,0.757775,0.0,0.0,5.6545,10.06,11.72,13.16,15.27,96.434893,1767.5,1.7242186069488523,1286.7626953125,6.7566429999999995,-1.5517040000000002,295.3197631835937,146.20010375976562,15.667799949645994,2013,400.0,162.0,315.0,244.0,8.619875296616712,3133.0,66.0,1.0,79.0,2=SE,17.0,0.238008,63.0,28.0,28.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.81155292501981,-123.43097483880184,coast_range,WADNR,8.116809433,0.1,2013,2012.0,26.0,20.0,21
3be5f91c,2014,colockum_2014,0.158506,0.014469,0.191776,0.515654,0.016349,0.0,0.0,4.14,10.54,13.89,18.414,82.702526,1946.0,4.920892715454102,1061.93115234375,1.930775,-0.205037,264.58309936523443,1706.528076171875,26.289051055908203,2016,340.0,320.0,527.0,357.0,13.140966552043812,5967.0,68.0,1.0,75.0,2=SE,6.0,0.194206,121.0,55.0,55.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,242.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,43.0,2.0,47.28087328628844,-120.4529895317385,eastern_cascades_slopes_and_foothills,WADNR,56.5184887,0.1,2016,2014.0,29.0,5.0,37
3bf1f205,2013,winston_2013,0.082368,0.116373,0.039043,0.077078,0.055164,0.5919399999999999,0.0,7.1175,36.404999,43.310001,49.0,80.125945,5098.5,11.496557235717772,3589.09228515625,1.5588110000000002,-0.462606,165.45513916015625,500.2505493164063,29.225601196289062,2013,100.0,208.0,292.0,222.0,19.505230320927687,10134.0,153.0,2.0,60.0,3=UR,31.0,0.0933039,165.0,75.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,46.444333899737536,-122.4845658700208,cascades,WADNR,16.08380209,0.1,2013,2013.0,17.0,28.0,34
3bf1f205,2014,winston_2014,0.081612,0.117128,0.039295,0.076574,0.055164,0.5919399999999999,0.0,7.11,36.400002,43.317501,49.0,80.125945,5098.5,11.495487213134766,3586.984619140625,1.558699,-0.46244700000000005,165.45083618164062,500.2505493164063,29.225849151611328,2014,100.0,212.0,297.0,226.0,19.703874238854727,10340.0,153.0,2.0,61.0,3=UR,32.0,0.0920481,168.0,76.0,76.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,46.444333899737536,-122.4845658700208,cascades,WADNR,16.08380209,0.1,2013,2014.0,18.0,10.0,25
3bfff406,2013,winston_2013,0.027698,0.0076409999999999,0.018465,0.067494,0.651385,0.220312,7.89,24.530001,26.41,29.040001,35.209999,96.466094,3408.000244140625,2.090950965881348,2689.276611328125,6.371599,-1.682841,64.96224975585939,643.425537109375,19.910301208496094,2013,360.0,303.0,510.0,340.0,12.429657733742266,13458.0,142.0,1.0,94.0,2=SE,29.0,0.0645954,224.0,102.0,102.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,46.43372902479521,-122.46974233181824,cascades,WADNR,308.96115739999993,0.1,2013,2013.0,28.0,28.0,5
3c23a410,2011,thurston_2011,0.028786,0.018773,0.39612,0.43179,0.0,0.0,2.004,6.9725,9.64,11.67,14.24,95.244055,1629.0228271484375,3.2740273475646973,1032.19921875,2.883459,-0.552212,131.28414916992188,161.81100463867188,7.82859992980957,2014,380.0,110.0,229.0,179.0,7.301189471192513,2243.0,63.0,2.0,71.0,3=UR,16.0,0.10693,44.0,20.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,46.84795658695306,-122.73288549321082,cascades,WADNR,263.96691380000004,0.1,2014,2011.0,26.0,8.0,108
3c23a410,2016,wa-western_2016,0.090476,0.080952,0.248939,0.459782,0.007745,0.0,0.0,4.21,9.44,13.4,17.530001000000002,82.85714300000002,2142.0,3.537297010421753,1396.8359375,1.939978,-0.10047400000000001,145.962890625,154.77694702148438,5.021200180053711,2016,373.0,129.0,259.0,199.0,7.9569879564146175,2730.0,66.0,2.0,73.0,3=UR,17.0,0.114547,53.0,24.0,24.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,46.84795658695306,-122.73288549321082,cascades,WADNR,263.96691380000004,0.1,2014,2016.0,31.0,13.0,98
3c3b311d,2012,chehalis_2012,0.297065,0.079954,0.086485,0.343573,0.108376,0.0,0.0,0.04,7.26,16.870001000000002,21.25,62.298141,2349.5,5.501687526702881,1764.750732421875,1.432833,0.25792,319.7034912109375,235.1985015869141,7.864950180053711,2014,170.0,113.0,199.0,183.0,11.047038451335334,3518.0,75.0,2.0,75.0,3=UR,16.0,0.0436904,55.0,25.0,25.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,2.0,47.0436197593914,-123.20226724854076,coast_range,WADNR,192.4560808,0.1,2014,2012.0,20.0,27.0,17
3c618b53,2016,wa-western_2016,0.199251,0.040191,0.10235,0.36955,0.220538,0.003576,0.0,1.87,12.85,19.43,25.92,76.055858,2807.0,5.495534420013428,1692.286865234375,1.731827,-0.002038,308.2154541015625,60.97045135498047,14.496399879455565,2016,100.0,87.0,146.0,112.0,12.662241862165445,2648.0,91.0,2.0,50.0,3=UR,26.0,0.0446539,47.0,21.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.74069622153417,-123.10972227680696,coast_range,WADNR,57.61877652,0.1,2015,2016.0,31.0,31.0,47
3c6e9067,2014,colockum_2014,0.329928,0.016531,0.188153,0.256113,0.064975,0.004821,0.0,0.0,5.46,12.115,21.42,65.35415,2188.0,6.707933902740479,533.6427612304689,3.052665,0.904214,192.0277557373047,1385.424072265625,6.278049945831299,2014,260.0,145.0,265.0,162.0,10.128311360565675,3366.0,73.0,3.0,58.0,6=OM,4.0,0.0879463,66.0,30.0,30.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,81.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1886634748154,-120.38701836981043,eastern_cascades_slopes_and_foothills,WADNR,190.7735726,0.1,2014,2014.0,17.0,29.0,91
3c935688,2018,yakima-basin_2018,0.083979,0.016468,0.0798059999999999,0.341505,0.363562,0.069523,0.0,11.6075,18.799999,24.272501,31.129999,89.955291,3461.5,8.650479316711426,1955.73583984375,2.338116,-0.335863,53.9186019897461,1028.0714111328125,28.057300567626957,2018,184.0,193.0,312.0,233.0,13.865227799415091,6408.0,108.0,1.0,63.0,2=SE,4.0,0.0912857,125.0,57.0,57.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.92569796332321,-120.87153548696357,eastern_cascades_slopes_and_foothills,WADNR,189.4712995,0.1,2016,2018.0,33.0,33.0,20
3ca15780,2015,upper-umpqua_2015,0.239031,0.281786,0.171968,0.067149,0.0,0.0,0.0,0.17,1.26,4.8,10.78,47.918283,1090.0,2.3968505859375,258.4208068847656,4.2832040000000005,1.427511,161.55130004882812,996.8225708007812,2.701849937438965,2016,88.0,30.0,60.0,44.0,7.917931303336167,710.0,64.0,1.0,18.0,1=SI,32.0,0.0262741,14.0,6.0,6.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.107464562985015,-122.97469120554224,cascades,USFS,636.3008967999999,0.25,2016,2015.0,30.0,29.0,202
3ca3e1e3,2014,lane-county_2014,0.024176,0.023981,0.42211,0.357965,0.0,0.0,1.464,5.47,8.49,11.23,14.396,95.184246,1540.0,2.680691957473755,774.5411376953125,2.499695,-0.099083,266.27700805664057,561.59423828125,36.24105072021485,2017,248.0,85.0,171.0,137.0,7.939204504212396,1700.0,58.0,1.0,67.0,1=SI,13.0,0.0922056,33.0,15.0,15.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,3.0,44.23381919824462,-123.56940498428231,coast_range,BLM,280.2204177,0.125,2017,2014.0,29.0,27.0,58
3ca58372,2011,newberry-usfs_2011,0.7771939999999999,0.1401869999999999,0.002726,0.052116,0.010839,0.0,0.0,0.0,0.0,0.11,13.183,8.261942,220.5,0.3240305185317993,15.01902961730957,16.120223,3.777426,76.07209777832031,1428.8975830078125,4.454899787902832,2014,12.0,21.0,31.0,16.0,17.931815535308587,829.0,54.0,1.0,6.0,5=OS,17.0,0.00781767,18.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.47379568946547,-121.137989734186,eastern_cascades_slopes_and_foothills,USFS,4807.8393590000005,0.25,2015,2011.0,26.0,26.0,75
