uuid,lat,lon,orig_id,source,meas_yr,ecoregion3,agency,plot_size_ac,bulk_dens,soil_depth,pct_clay_surf,pct_rock_surf,pct_sand_surf,distance_to_water_m,pot_veg_type
2132c5e3,46.56392770553015,-120.94626462786212,2132c5e3-6e10-481f-bbb7-e6f9c5fdd054,WA-DNR,2016,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,150.0,29,3,22,108.2808057,1053
21332a23,44.332087971907086,-119.84134213910208,060702692770299,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,118,118.0,26,21,20,1275.523706,1045
2146dd38,46.463958988995,-122.02892959282583,2146dd38-5785-465f-a3b7-b5f615ad7732,WA-DNR,2014,cascades,WADNR,0.1,92,128.0,17,21,35,283.2426769,1039
21650fcc,43.477532446566265,-121.37477773150744,060105620790253,USFS-BLUE-MOUNTAINS,2015,eastern_cascades_slopes_and_foothills,USFS,0.25,87,152.0,4,9,77,1675.040686,1167
21709b85,43.0613677239925,-123.98839995953023,73-09,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,24.15444789,1043
217574bc,45.81366380007782,-118.07917060320577,061406908440126,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,96,130.0,15,23,24,101.4377441,1045
217f8c11,46.405729230000006,-121.80644070000001,60305002100001,USFS-GIFFORD-PINCHOT,2018,cascades,USFS,0.25,92,128.0,17,21,35,304.8720617,1039
2192d8ab,43.39577557114007,-122.91483213763932,53-09,BLM-ROGUE,2013,cascades,BLM,0.125,122,142.0,40,6,17,249.3245676,1037
219a8e23,48.101005427925976,-121.5419306070442,60502000520001,USFS-MOUNT-BAKER-SNOQUALMIE,2016,north_cascades,USFS,0.25,97,99.0,13,29,42,364.0532137,1037
21d3106f,46.86743682431812,-123.34689151430824,21d3106f-3592-4117-9b91-1a2409e23816,WA-DNR,2013,coast_range,WADNR,0.1,120,154.0,22,7,26,58.61105632,1039
21dc94c4,48.06618199559421,-121.91729645162413,21dc94c4-8603-46d1-b291-062f00ba6f44,WA-DNR,2016,puget_lowland,WADNR,0.1,102,113.0,14,17,37,69.97237865,1039
21dd5eb4,46.4599518161886,-123.81360870935478,21dd5eb4-da2e-4d19-9ef1-599db1c0ddb2,WA-DNR,2014,coast_range,WADNR,0.1,100,134.0,20,28,32,18.70801429,1039
21def7c7,43.06968864217248,-123.9046446989921,23-21,BLM-COOS,2011,coast_range,BLM,0.125,103,113.0,23,16,33,77.10678665,1039
21e57475,43.07115775202865,-123.98337091278876,22-A12,BLM-COOS,2011,coast_range,BLM,0.125,103,113.0,23,16,33,187.59481090000003,1043
21eb1f49,47.47057817078295,-121.93776811847948,21eb1f49-51ae-4ece-9150-2f0e7fc11ab3,WA-DNR,2016,cascades,WADNR,0.1,102,113.0,14,17,37,39.00633038,1178
21f089de,43.532982588774665,-123.66785959747051,22-18,BLM-COOS,2011,coast_range,BLM,0.125,119,134.0,38,4,14,150.39361369999997,1039
21f1ac80,47.34866682819689,-122.88034685637179,21f1ac80-28bf-4027-82c3-fe01a92204bf,WA-DNR,2015,puget_lowland,WADNR,0.1,132,101.0,8,31,56,354.7424337,1158
21f24dce,48.12230150178118,-121.79060924660911,60502000670001,USFS-MOUNT-BAKER-SNOQUALMIE,2016,north_cascades,USFS,0.25,97,99.0,13,29,42,122.17572179999999,1178
21fdc828,47.33733308888827,-120.79014609477657,21fdc828-f638-44c1-ae0b-f9459cf75507,WA-DNR,2015,north_cascades,WADNR,0.1,100,140.0,16,28,46,400.2054104,1018
21fe7337,43.43528305460751,-122.67844447716799,61501001800001,USFS-UMPQUA,2016,cascades,USFS,0.25,116,132.0,27,31,25,196.80037,1037
220c8f6e,47.28060756058174,-121.80637883608496,220c8f6e-fb48-4c04-a0cc-5ca84ea6d10b,WA-DNR,2014,cascades,WADNR,0.1,92,128.0,17,21,35,364.53293110000004,1039
228b0f3a,43.10333157634227,-124.04830622834463,52-A02,BLM-COOS,2011,coast_range,BLM,0.125,103,113.0,23,16,33,9.137432136000001,1039
228c1551,48.759098526671224,-119.67854399565236,228c1551-99eb-4ac4-a8a8-7847b03d65d9,WA-DNR,2017,north_cascades,WADNR,0.1,135,140.0,9,24,48,191.33764530000002,1045
229fa9d9,45.95887565196756,-122.48541587329419,229fa9d9-1e91-4b6f-af5e-b278c61167cf,WA-DNR,2016,cascades,WADNR,0.1,92,152.0,24,6,16,280.27195770000003,1039
22a2f6e3,46.57644911822304,-121.06055879575088,22a2f6e3-590b-46a8-8afd-195cc9518cb8,WA-DNR,2013,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,113.0,20,25,34,174.9539554,1055
22a7de66,46.8368024666963,-123.36929971665266,22a7de66-73a8-47e0-9b86-bc58a3dab4f0,WA-DNR,2013,coast_range,WADNR,0.1,120,154.0,22,7,26,207.3748114,1039
22b91926,43.61343305409166,-123.86419596303206,43-20,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,61.83253253,1039
22cf30de,45.91810816,-121.9231419,60303000430001,USFS-GIFFORD-PINCHOT,2018,cascades,USFS,0.25,76,152.0,12,10,73,4.548199956,1018
22e76340,46.44565307966582,-122.0069999817128,22e76340-f1d4-405b-ae5b-37e155ed285b,WA-DNR,2014,cascades,WADNR,0.1,92,128.0,17,21,35,7.376123337999999,1156
22e99f33,48.01630135588426,-123.16039003486424,22e99f33-9b9f-4942-a94b-a9c663250d81,WA-DNR,2018,puget_lowland,WADNR,0.1,133,137.0,14,43,33,607.7223127999999,1039
22ea75e7,48.753381766972375,-119.8951436353799,22ea75e7-18c2-47c2-980f-c016ef19880e,WA-DNR,2018,north_cascades,WADNR,0.1,112,161.0,12,19,39,81.87548527,1056
22f0403f,42.91896659889387,-124.15145588534189,53-09,BLM-COOS,2011,coast_range,BLM,0.125,110,147.0,26,7,16,166.54768380000002,1043
2300e5c4,46.0380817,-121.72389750000002,60303001250001,USFS-GIFFORD-PINCHOT,2018,cascades,USFS,0.25,81,149.0,18,22,43,23.2104724,1174
23038b02,48.04902780002168,-117.43719457070641,23038b02-2fc5-414e-bb98-829c921cdf4f,WA-DNR,2018,northern_rockies,WADNR,0.1,108,152.0,12,6,45,692.7027911,1045
230835cb,47.9923579,-120.5764962,61705001070001,USFS-WENATCHEE,2018,north_cascades,USFS,0.25,81,151.0,14,27,57,45.27534768,1018
2309771b,48.300073331207365,-121.9174807087305,2309771b-1e0c-4ee1-89cd-2db8ece43a64,WA-DNR,2016,north_cascades,WADNR,0.1,102,113.0,14,17,37,24.18279651,1156
231b583a,43.58247509300487,-122.97275303459037,23-04,BLM-LANE,2017,cascades,BLM,0.125,122,142.0,40,6,17,287.64427989999996,1037
231db01a,47.46972287419017,-121.9105465657631,231db01a-50ee-462d-9d07-80fb220fd475,WA-DNR,2013,cascades,WADNR,0.1,102,113.0,14,17,37,20.91151241,1156
23360daa,42.892788877656436,-122.93870517027838,61501000930001,USFS-UMPQUA,2016,klamath_mountains_california_high_north_coast_range,USFS,0.25,132,83.0,41,47,19,223.81805730000002,1037
234f8872,42.12055639331687,-124.213401337185,82-12,BLM-COOS,2011,klamath_mountains_california_high_north_coast_range,BLM,0.125,110,147.0,26,7,16,95.68718447,1043
23608930,46.6360629123671,-121.04250384543325,23608930-571f-4c53-9f3e-176ca66dd7b7,WA-DNR,2013,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,150.0,19,26,34,173.4858783,1018
2366e463,47.01794663580055,-123.25718654829107,2366e463-b049-4a63-8dd5-87b4ab7033f2,WA-DNR,2013,coast_range,WADNR,0.1,105,151.0,21,10,21,2.7795550469999997,1158
2398fd82,43.606765889999984,-122.7202985,61501003040001,USFS-UMPQUA,2018,cascades,USFS,0.25,116,132.0,27,31,25,25.0743669,1039
23c09d5e,42.85536376012721,-123.26230176932214,62-03,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,130,133.0,24,36,29,112.76090590000001,1037
23c8e5d1,47.097753539999985,-121.03586290000001,61703001610001,USFS-WENATCHEE,2018,eastern_cascades_slopes_and_foothills,USFS,0.25,130,75.0,24,41,29,96.85729948,1018
23db66d0,48.334627734874196,-121.98582652545944,23db66d0-407c-4b18-a874-fd61e317d089,WA-DNR,2017,north_cascades,WADNR,0.1,100,134.0,14,29,34,840.6527457999998,1178
23dd4bfd,48.07027317945392,-121.53183352457908,60502000360001,USFS-MOUNT-BAKER-SNOQUALMIE,2016,north_cascades,USFS,0.25,126,123.0,14,38,52,276.9863861,1039
23dfc47c,46.501689982901965,-120.99187286280892,23dfc47c-9072-4daf-b8f5-b668fadca92c,WA-DNR,2013,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,150.0,29,3,22,271.1625752,1053
23e92ac0,43.225466344480765,-124.07402134142427,61-24,BLM-COOS,2010,coast_range,BLM,0.125,122,153.0,24,4,21,262.68353340000004,1039
2406d6e2,42.76770252860911,-123.00776669201281,61501000530001,USFS-UMPQUA,2016,klamath_mountains_california_high_north_coast_range,USFS,0.25,130,133.0,24,36,29,265.4820241,1028
24083172,43.345594713494435,-124.11088123271362,33-06,BLM-COOS,2010,coast_range,BLM,0.125,86,116.0,23,3,19,63.68048039,1039
240b3fc8,48.87224548940823,-122.05092554404973,240b3fc8-1bfb-4a50-9caa-b050f04cbd1b,WA-DNR,2015,north_cascades,WADNR,0.1,92,127.0,13,24,42,14.09852283,1042
2410dcb4,47.96296592367314,-117.14341251860341,2410dcb4-a3e5-4b48-a313-edffe8616a1f,WA-DNR,2018,northern_rockies,WADNR,0.1,138,72.0,11,19,45,173.731783,1047
24237dcb,42.27143145928934,-120.6289579589467,62002000020001,USFS-FREMONT-WINEMA,2016,eastern_cascades_slopes_and_foothills,USFS,0.25,118,122.0,23,30,38,9652.509103,1154
2426609a,43.81229996779086,-123.28996520916014,23-A06,BLM-LANE,2017,willamette_valley,BLM,0.125,126,112.0,38,8,15,23.16662677,1037
2445d323,46.02327575505103,-122.37039440579848,2445d323-5eb9-4c42-9710-20d9f461e702,WA-DNR,2018,cascades,WADNR,0.1,76,152.0,12,10,73,305.3266932,1039
244e1402,43.18966364116778,-122.65042776184123,61501001320001,USFS-UMPQUA,2016,cascades,USFS,0.25,84,103.0,16,28,32,176.69544130000003,1174
2454fe60,45.84336874808463,-121.57906108864752,2454fe60-968b-48d5-845d-3a22678fb86a,WA-DNR,2016,eastern_cascades_slopes_and_foothills,WADNR,0.1,100,143.0,20,20,37,73.16482989,1018
2460802a,47.774560271916926,-123.99282643615408,2460802a-3d08-46d6-a648-98f3473e28b5,WA-DNR,2014,coast_range,WADNR,0.1,138,121.0,17,43,45,469.35460480000006,1178
24704b32,42.15025601375535,-123.54435421557132,32-12,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,139,162.0,24,14,37,228.61279649999997,1027
247f3ced,48.877625651097425,-122.18124765703884,247f3ced-db16-4e00-bf62-293ac2af139d,WA-DNR,2014,north_cascades,WADNR,0.1,102,113.0,14,17,37,327.959095,1042
248c18d2,46.46663520336127,-121.0871749071747,248c18d2-3271-4ffb-a34d-b9f68586da3a,WA-DNR,2013,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,113.0,20,25,34,138.91941730000002,1018
24a2b6ec,43.43098986220346,-122.79586963287466,53-01,BLM-LANE,2017,cascades,BLM,0.125,116,132.0,27,31,25,73.63403545,1037
24aa160a,42.742317716654135,-123.27775213535477,33-05,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,130,133.0,24,36,29,332.4534246,1027
24c948be,48.28589361297479,-121.91702863543595,24c948be-c46b-4e60-8c3d-f1d52f37a5fc,WA-DNR,2015,north_cascades,WADNR,0.1,125,160.0,15,6,31,10.14817504,1039
24cbaba3,46.28406959751274,-122.54440177723272,24cbaba3-5e61-49fa-b474-535e1142a200,WA-DNR,2014,cascades,WADNR,0.1,92,128.0,17,21,35,415.50978760000004,1042
24d13fed,43.18198807331184,-123.92503897598925,41-25,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,224.4513141,1039
24dd01f8,46.46257964872914,-122.01676230390474,24dd01f8-27d7-4bad-baec-5ce8a238411d,WA-DNR,2013,cascades,WADNR,0.1,92,128.0,17,21,35,389.8716931,1037
24ee7dab,47.370269643444125,-122.86312302111794,24ee7dab-8140-4500-99a6-1e9781ebeb71,WA-DNR,2015,puget_lowland,WADNR,0.1,132,101.0,8,31,56,10.45592577,1039
24efb080,46.93330779932063,-123.21124958248129,24efb080-9cee-472d-bb34-a93601cb1377,WA-DNR,2014,coast_range,WADNR,0.1,105,151.0,21,10,21,163.24202419999997,1039
2505a400,42.779926116057325,-123.0083412473076,61501000590001,USFS-UMPQUA,2016,klamath_mountains_california_high_north_coast_range,USFS,0.25,130,133.0,24,36,29,272.01241969999995,1037
2506695b,43.63160018,-122.713016,61501003090001,USFS-UMPQUA,2018,cascades,USFS,0.25,84,103.0,16,28,32,26.1284794,1039
2507767d,44.15931421128958,-122.77673513002256,12-01,BLM-LANE,2017,cascades,BLM,0.125,122,142.0,40,6,17,148.3055564,1039
250d9d27,45.985166121419844,-121.59354433469808,250d9d27-98ca-4bc2-8079-defcd8363717,WA-DNR,2016,eastern_cascades_slopes_and_foothills,WADNR,0.1,142,152.0,2,52,83,101.27193670000001,1018
2514a84b,43.20852717,-122.364447,61503002810001,USFS-UMPQUA,2018,cascades,USFS,0.25,84,103.0,16,28,32,82.41595926,1037
252ac71f,47.21696077983008,-120.65132240962721,252ac71f-aa88-4cfc-a25d-ce012d69bb37,WA-DNR,2015,north_cascades,WADNR,0.1,125,141.0,17,13,36,129.25842279999998,1018
252dcb5f,43.848468534829124,-123.70143147643459,42-23,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,385.07422139999994,1039
252fb80d,43.17874166980263,-124.0675836180498,61-02,BLM-COOS,2010,coast_range,BLM,0.125,122,153.0,24,4,21,96.2827604,1039
2536fe6c,45.822521693087104,-121.54921404086747,2536fe6c-745a-421b-b4f6-16cb32cb723e,WA-DNR,2016,eastern_cascades_slopes_and_foothills,WADNR,0.1,100,143.0,20,20,37,32.14937917,1018
253c5e4b,48.1870673277646,-119.99951279653544,253c5e4b-ad00-42e7-84e4-8b2156c8c42b,WA-DNR,2018,columbia_plateau,WADNR,0.1,112,161.0,12,19,39,76.63799883,1045
25495c08,44.33014983441193,-119.77290192949286,060702669970298,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,118,118.0,26,21,20,241.20876099999998,1045
25536a28,46.506355980731925,-121.1236260315693,25536a28-2697-4c87-b54d-224e6e483cbd,WA-DNR,2015,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,113.0,20,25,34,93.54479771,1055
2577d17f,43.546962278914776,-123.77789380935208,51-28,BLM-COOS,2010,coast_range,BLM,0.125,119,134.0,38,4,14,113.17475800000001,1039
25853dce,42.96596543159587,-123.08794458922523,61-A04,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,130,133.0,24,36,29,5.640661521,1037
25a36d88,43.587930090840715,-123.75004838976425,21-16,BLM-COOS,2011,coast_range,BLM,0.125,119,134.0,38,4,14,233.6593321,1039
25abd613,46.652932395537775,-123.2751880035938,25abd613-7cc4-4a1a-a32a-de6708fe8161,WA-DNR,2014,coast_range,WADNR,0.1,120,154.0,22,7,26,162.5332974,1039
25b13860,46.89031785462411,-120.87730279185143,25b13860-778f-4e27-9d61-ce8068e09694,WA-DNR,2016,eastern_cascades_slopes_and_foothills,WADNR,0.1,130,75.0,24,41,29,295.7396207,1045
25c96b36,47.628825615019686,-124.11655227988324,25c96b36-f31d-45a6-ab6c-3c2680054a30,WA-DNR,2017,coast_range,WADNR,0.1,104,138.0,22,15,26,145.4067145,1178
25ca817b,42.96129678808501,-123.78917496162752,12-29,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,44.20315235,1043
25d94682,42.87807484149328,-123.1594549704026,63-A11,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,140,102.0,24,36,29,85.61081946,1027
25db4f21,46.576819026954475,-123.43451728923789,25db4f21-ea70-43b8-8835-ca60c8ce841d,WA-DNR,2016,coast_range,WADNR,0.1,77,143.0,18,1,16,78.2532542,1039
25e7901e,46.749822340076186,-123.32473644690275,25e7901e-9c13-4f92-99bb-f1ec4aabd237,WA-DNR,2014,coast_range,WADNR,0.1,100,134.0,20,28,32,179.353121,1039
25f4f180,45.85758027042427,-117.96118186036938,061406LIDAR0155,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,96,130.0,15,23,24,117.10976979999998,1047
25fa59c8,48.059391890639404,-123.43713419508573,25fa59c8-943a-47b2-84dc-030d0efac2a6,WA-DNR,2017,coast_range,WADNR,0.1,133,137.0,14,43,33,30.42190219,1178
260782e3,46.27570403781075,-123.26980420504182,260782e3-fb5f-4194-ae1e-daaec943ff21,WA-DNR,2015,coast_range,WADNR,0.1,105,151.0,21,10,21,121.769899,1039
2629399c,43.34846882982652,-124.05993497684791,82-30,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,33.33619454,1039
26375450,45.997825810348495,-122.28124389473085,26375450-214b-427f-85b1-8a6785bee5cf,WA-DNR,2015,cascades,WADNR,0.1,84,152.0,16,15,49,86.76418988,1037
263dcafa,42.97827419390751,-122.47317481193278,061020001080001,USFS-ROGUE,2016,cascades,USFS,0.25,84,103.0,16,28,32,331.8137455,1032
263fe344,43.569222808942186,-123.82717490376146,72-16,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,170.5176181,1039
26616971,44.11760974103106,-123.59447889148723,52-12,BLM-LANE,2017,coast_range,BLM,0.125,103,113.0,23,16,33,0.6447983820000001,1039
266d7b7c,45.77100088942913,-118.08823195370745,061406LIDAR0118,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,96,130.0,15,23,24,528.0605365,1159
26a41bed,42.88292024207806,-124.12598662804494,52-17,BLM-COOS,2011,coast_range,BLM,0.125,110,147.0,26,7,16,266.8113702,1039
26b03ef6,44.63888853456704,-121.92341513588359,61804002830000,USFS-WILLAMETTE,2016,cascades,USFS,0.25,84,103.0,16,28,32,1.9430226419999999,1039
26da8373,43.80075921502049,-123.7307234015639,81-15,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,53.39949897,1158
26ea3d66,43.08449956328891,-123.89060332877716,21-22,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,255.3911313,1039
2702586c,48.75209338559653,-119.68481726824271,2702586c-e781-4a85-a7bf-183afe5b16a2,WA-DNR,2017,north_cascades,WADNR,0.1,135,140.0,9,24,48,143.0994885,1045
270fa247,47.00316395934295,-123.12170040705384,270fa247-5033-43db-8a1f-4f43a6975866,WA-DNR,2014,coast_range,WADNR,0.1,100,134.0,20,28,32,58.32113545,1037
272cecfb,47.852853855098076,-124.22776780036945,272cecfb-346a-4e87-a60c-882f92bc0299,WA-DNR,2013,coast_range,WADNR,0.1,138,121.0,17,43,45,6.224081491000001,1178
27476d13,47.00958162545219,-123.26104502759422,27476d13-0281-4676-877d-f88b52ccf6bb,WA-DNR,2013,coast_range,WADNR,0.1,105,151.0,21,10,21,172.5336961,1039
274a00d0,46.01874621512045,-120.38354865415468,274a00d0-d306-4b92-bfe7-1d42aafba5cb,WA-DNR,2016,eastern_cascades_slopes_and_foothills,WADNR,0.1,122,139.0,18,31,33,77.2448504,1154
27837c06,42.538198326457504,-122.31330885973755,061024000210001,USFS-ROGUE,2016,cascades,USFS,0.25,98,137.0,9,28,52,975.8919437000001,1041
27885281,48.46215448172548,-119.76953218508994,27885281-2f28-448e-8743-75d0ea9e7ecf,WA-DNR,2015,north_cascades,WADNR,0.1,112,161.0,12,19,39,69.94771393,1053
278b9bb3,45.812658460665354,-117.89271052933921,061405630360284,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,106,118.0,18,22,16,13.79485544,1047
279e0a57,46.44208880438201,-122.41529612622068,279e0a57-0e55-4a13-81ad-e4ee94d4aac7,WA-DNR,2013,cascades,WADNR,0.1,91,147.0,16,15,40,70.43235041,1039
27a5fcd8,47.46932061128431,-123.19965828674621,27a5fcd8-fffc-4001-976f-db67401843b7,WA-DNR,2014,puget_lowland,WADNR,0.1,126,80.0,10,51,49,145.0335364,1157
27a98fe2,47.796245226481254,-124.4511479356608,27a98fe2-e8f8-41ff-99b7-a4c7a43597a8,WA-DNR,2013,coast_range,WADNR,0.1,110,87.0,28,45,19,46.24234454,1157
27aca6bc,48.63330881749857,-122.40791114497918,27aca6bc-b8a2-47d8-8ad5-a71903759f02,WA-DNR,2016,puget_lowland,WADNR,0.1,121,152.0,15,6,39,63.14350844,1037
27be624e,43.21950322306525,-123.90834508401787,101-30,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,45.83290382,1039
27c7a7d5,43.840715341342445,-123.75936721132733,23-12,BLM-LANE,2018,coast_range,BLM,0.125,103,113.0,23,16,33,195.1661143,1039
27cf67cc,43.94023702802779,-123.3535526040115,13-A05,BLM-LANE,2018,coast_range,BLM,0.125,119,134.0,38,4,14,224.2038574,1039
27d2007f,43.216551528065686,-124.01661221105101,71-14,BLM-COOS,2010,coast_range,BLM,0.125,122,153.0,24,4,21,388.156506,1039
280c65dd,42.985673639999995,-122.68261850000002,61502002580001,USFS-UMPQUA,2018,cascades,USFS,0.25,128,140.0,28,27,28,460.5098297,1027
281521ab,43.54703032534927,-122.8394067880137,42-12,BLM-LANE,2017,cascades,BLM,0.125,122,142.0,40,6,17,87.22972946,1039
283225d9,47.04085520232084,-123.15185410538659,283225d9-b246-4061-a28e-2878c0eb5f3c,WA-DNR,2013,coast_range,WADNR,0.1,100,134.0,20,28,32,35.06899227,1039
283a322b,48.41710689427499,-122.18493889777099,283a322b-3e40-4125-af71-a3930c901b02,WA-DNR,2015,north_cascades,WADNR,0.1,97,99.0,13,29,42,46.85026764,1036
284b83ab,46.96794690520775,-123.1020055613534,284b83ab-c4ef-4b73-94b5-81553bb258ba,WA-DNR,2013,coast_range,WADNR,0.1,100,134.0,20,28,32,299.76786139999996,1039
284decb1,46.13172085999999,-122.0191842,60301001800001,USFS-GIFFORD-PINCHOT,2018,cascades,USFS,0.25,84,152.0,16,15,49,81.73262659,1037
2850ed73,42.28280774843318,-123.17091115538585,32-04,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,140,102.0,24,31,27,920.0907219000001,1027
285b0052,46.24484337,-121.8722203,60301001890001,USFS-GIFFORD-PINCHOT,2018,cascades,USFS,0.25,81,146.0,10,33,71,65.27362459,1174
285d3386,43.37788628841202,-124.27038184429975,11-10,BLM-COOS,2010,coast_range,BLM,0.125,125,154.0,17,3,41,56.91835612,1036
288c2de7,48.5702255409596,-121.83851301443435,288c2de7-e661-42ae-9ebd-84dfa818a9c0,WA-DNR,2014,north_cascades,WADNR,0.1,121,152.0,7,7,62,66.79509911,1042
28a01622,46.65583934154017,-123.29647533541562,28a01622-177f-479a-bddf-69a827f4fdc5,WA-DNR,2013,coast_range,WADNR,0.1,120,154.0,22,7,26,48.07816622,1039
28aa50ef,47.10905429999998,-121.1351978,61703000510001,USFS-WENATCHEE,2018,cascades,USFS,0.25,126,123.0,14,38,52,462.5116659,1041
28ae869b,46.2310198778429,-122.31799688938004,28ae869b-979d-4c33-bd36-ca1a629d3aaa,WA-DNR,2014,cascades,WADNR,0.1,91,147.0,16,15,40,81.79367294,1042
28b44783,46.56510324740531,-123.60621587446042,28b44783-ddcc-411e-bc01-bf0254c88a72,WA-DNR,2016,coast_range,WADNR,0.1,125,152.0,25,0,20,61.27976542,1036
28cc81e9,47.272904714953384,-121.69529299520084,28cc81e9-2d00-4656-a28d-08efb68f8ea4,WA-DNR,2013,cascades,WADNR,0.1,92,128.0,17,21,35,277.8477159,1042
28d2f1bb,43.29539831269907,-123.81622822349046,52-07,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,15.71322363,1158
28da6793,46.4636276340064,-121.10494316881713,28da6793-b7ba-4300-b50e-a18b88032816,WA-DNR,2013,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,113.0,20,25,34,278.2745681,1056
28e28e76,46.57482593072513,-120.97655599666307,28e28e76-5439-453e-9646-d7b8c0937de9,WA-DNR,2013,eastern_cascades_slopes_and_foothills,WADNR,0.1,128,150.0,29,3,22,4.266984012,1053
29091223,47.09111043000001,-121.08984770000002,61703000260001,USFS-WENATCHEE,2018,cascades,USFS,0.25,126,123.0,14,38,52,28.87320801,1045
290e57b0,46.95186713468664,-123.31537511728965,290e57b0-045b-42bc-b948-94702cb68f7b,WA-DNR,2014,coast_range,WADNR,0.1,125,168.0,24,4,23,188.7245477,1039
29108cfc,47.1980940634703,-121.57284012628355,29108cfc-5e80-4a38-93d9-29cccc9a24a2,WA-DNR,2013,cascades,WADNR,0.1,92,128.0,17,21,35,175.2162371,1037
2916465c,47.51244887399737,-122.84524060589013,2916465c-8ee4-4e60-ab2a-2536d7d15fc9,WA-DNR,2015,puget_lowland,WADNR,0.1,133,130.0,9,47,52,114.36921809999998,1039
29208913,42.97889714852046,-123.93741138662858,82-A16,BLM-COOS,2011,coast_range,BLM,0.125,103,113.0,23,16,33,325.2305541,1039
292b8ace,45.87691357153233,-120.61830555726918,292b8ace-1ca4-4509-bc89-16e523d79523,WA-DNR,2018,eastern_cascades_slopes_and_foothills,WADNR,0.1,129,150.0,23,8,33,2.9045501089999997,1154
293ce806,45.61697550045326,-122.140503779403,293ce806-56bc-4576-b440-794017dd29fc,WA-DNR,2014,cascades,WADNR,0.1,113,152.0,28,16,24,160.0346705,1039
294dfa95,48.37707698572605,-119.75813782381762,294dfa95-42f5-4b5e-91b3-b0d7a40d0b41,WA-DNR,2017,north_cascades,WADNR,0.1,134,121.0,9,30,59,175.1353221,1053
2956f615,43.03130473873457,-122.29899715881535,061024001190001,USFS-ROGUE,2016,cascades,USFS,0.25,84,103.0,16,28,32,145.0456102,1037
296254a0,47.92586367572205,-118.26045283910528,296254a0-255b-4908-b180-92a4d1df278d,WA-DNR,2018,columbia_plateau,WADNR,0.1,135,117.0,6,27,69,38.4692583,1080
29745371,43.524831833596004,-121.2382116716162,060105672430266,USFS-BLUE-MOUNTAINS,2015,eastern_cascades_slopes_and_foothills,USFS,0.25,87,152.0,4,9,77,8923.074975,1053
29801644,42.96227571617352,-123.79792360854786,12-24,BLM-COOS,2010,coast_range,BLM,0.125,103,113.0,23,16,33,77.95973293,1043
2992157b,46.99454660606661,-123.21253651842633,2992157b-54b9-47be-85c2-a41a92b53f44,WA-DNR,2014,coast_range,WADNR,0.1,100,134.0,20,28,32,376.4421844,1039
299221d6,42.278702713061456,-123.14441053938124,11-03,BLM-ROGUE,2013,klamath_mountains_california_high_north_coast_range,BLM,0.125,140,102.0,24,31,27,458.00417300000004,1027
29af3ddb,46.52444689,-121.685443,60305002220001,USFS-GIFFORD-PINCHOT,2018,cascades,USFS,0.25,142,152.0,2,52,83,309.9602037,1056
29b2bccc,47.272774000000005,-120.6322351,61703000890001,USFS-WENATCHEE,2018,north_cascades,USFS,0.25,125,141.0,17,13,36,313.0036424,1045
29b4a5f1,47.89013124394445,-121.82140232837975,29b4a5f1-3381-418a-83d9-1ebf768e2b7b,WA-DNR,2017,puget_lowland,WADNR,0.1,102,113.0,14,17,37,338.52899310000004,1036
29b50c68,45.92425320950045,-117.63511194612438,061405661330287,USFS-BLUE-MOUNTAINS,2015,blue_mountains,USFS,0.25,106,118.0,18,22,16,335.1066601,1045
